workerid,proliferate.condition,attention_response,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
1106,List 7,,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
1106,List 7,,2,4,9411,,7,,6,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
1106,List 7,,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
1106,List 7,,2,,4,short,7,,6,Who wondered why the student read the book?,isl,26,test,42,
1106,List 7,,2,4,9421,,7,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
1106,List 7,,2,3,9311,,7,,5,John tried himself to win.,,28,filler,9311,
1106,List 7,,2,,3,short,7,,5,Who thought that the gymnast practiced the routine?,nonisl,29,test,31,
1106,List 7,,2,1,9121,,7,,3,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
1106,List 7,,2,3,9321,,7,,6,Yesterday seemed that John left.,,31,filler,9321,
1106,List 7,,2,,2,long,7,,4,What did the landlord wonder why the tenant repainted?,isl,32,test,24,
1106,List 7,,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
1106,List 7,,2,2,9211,,7,,4,To the neighbors about the noise the old man complained.,,34,filler,9211,
1106,List 7,,2,5,9511,,7,,6,They all have left and they have all done so deliberately.,,35,filler,9511,
1106,List 7,,2,,1,long,7,,5,What did the waiter think that the chef burned?,nonisl,36,test,13,
1106,List 7,,2,1,9111,,7,,3,John was kissed John.,,37,filler,9111,
1106,List 7,I would be honest and let them know my colleague did most of the work,,,,,,,,,,,,,
1106,List 7,,3,5,9514,,7,,6,They all have studied and they have all done so effectively.,,38,filler,9514,
1106,List 7,,3,,16,short,7,,6,Who wondered why the customer ordered the drink?,isl,39,test,162,
1106,List 7,,3,1,9124,,7,,4,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
1106,List 7,,3,3,9314,,7,,3,Patricia agreed herself to host the party.,,41,filler,9314,
1106,List 7,,3,,15,short,7,,6,Who thought that the patient contracted the disease?,nonisl,42,test,151,
1106,List 7,,3,4,9414,,7,,6,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
1106,List 7,,3,1,9114,,7,,3,Tommy was punished Tommy.,,44,filler,9114,
1106,List 7,,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
1106,List 7,,3,,14,long,7,,5,What did the carpenter wonder why the architect modified?,isl,46,test,144,
1106,List 7,,3,2,9214,,7,,4,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
1106,List 7,,3,4,9424,,7,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
1106,List 7,,3,,13,long,7,,4,What did the prosecutor think that the judge overruled?,nonisl,49,test,133,
1106,List 7,,3,3,9324,,7,,5,Next week appears that the strikers will be back to work.,,50,filler,9324,
1106,List 7,,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
1106,List 7,,4,4,9423,,7,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
1106,List 7,,4,,12,short,7,,5,Who wondered why the politician ignored the recommendation?,isl,53,test,122,
1106,List 7,,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
1106,List 7,,4,2,9213,,7,,4,With the generals about a new approach the President talked.,,55,filler,9213,
1106,List 7,,4,3,9323,,7,,6,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
1106,List 7,,4,,11,short,7,,6,Who thought that the babysitter washed the bottle?,nonisl,57,test,111,
1106,List 7,,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
1106,List 7,,4,4,9413,,7,,6,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
1106,List 7,,4,3,9313,,7,,5,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
1106,List 7,,4,,10,long,7,,3,What did the nurse wonder why the doctor prescribed?,isl,61,test,104,
1106,List 7,,4,1,9113,,7,,2,The hedges were trimmed the hedges.,,62,filler,9113,
1106,List 7,,4,,9,long,7,,4,What did the soldier think that the general ordered?,nonisl,63,test,93,
1106,List 7,,4,1,9123,,7,,3,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
1106,List 7,,4,5,9513,,7,,6,They all have helped and they have all done so generously.,,65,filler,9513,
1106,List 7,,,,,,,63eaf4e8370d5ba534bea5b0,,,,,,,
1123,List 7,,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
1123,List 7,,0,1,1001,,7,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
1123,List 7,,0,4,1004,,7,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1123,List 7,,0,6,1006,,7,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1123,List 7,,0,2,1002,,7,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1123,List 7,,0,5,1005,,7,,4,All the men seem to have all eaten supper.,,6,practice,1005,
1123,List 7,,0,3,1003,,7,,5,They consider a teacher of Chris geeky.,,7,practice,1003,
1123,List 7,,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1123,List 7,,0,1,1009,,7,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1123,List 7,,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
1123,List 7,,1,,8,short,7,,7,Who wondered why the reporter plagiarized the article?,isl,11,test,82,
1123,List 7,,1,2,9212,,7,,1,To the professor about my grade I talked.,,12,filler,9212,
1123,List 7,,1,4,9422,,7,,5,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
1123,List 7,,1,,7,short,7,,7,Who thought that the guard intercepted the shipment?,nonisl,14,test,71,
1123,List 7,,1,4,9412,,7,,5,"If Kelly might have time, she will do it.",,15,filler,9412,
1123,List 7,,1,1,9122,,7,,2,What was that the movers would break feared by the family?,,16,filler,9122,
1123,List 7,,1,3,9322,,7,,5,Next week seems that Juan will be in town.,,17,filler,9322,
1123,List 7,,1,,6,long,7,,4,What did the detective wonder why the suspect stole?,isl,18,test,64,
1123,List 7,,1,3,9312,,7,,4,William planned himself to write a novel.,,19,filler,9312,
1123,List 7,,1,1,9112,,7,,2,The money was stolen the money.,,20,filler,9112,
1123,List 7,,1,5,9512,,7,,5,They all have finished and they have all done so efficiently.,,21,filler,9512,
1123,List 7,,1,,5,long,7,,7,What did the manager think that the assistant copied?,nonisl,22,test,53,
1123,List 7,,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
1123,List 7,,2,4,9411,,7,,5,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
1123,List 7,,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
1123,List 7,,2,,4,short,7,,6,Who wondered why the student read the book?,isl,26,test,42,
1123,List 7,,2,4,9421,,7,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
1123,List 7,,2,3,9311,,7,,4,John tried himself to win.,,28,filler,9311,
1123,List 7,,2,,3,short,7,,6,Who thought that the gymnast practiced the routine?,nonisl,29,test,31,
1123,List 7,,2,1,9121,,7,,2,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
1123,List 7,,2,3,9321,,7,,4,Yesterday seemed that John left.,,31,filler,9321,
1123,List 7,,2,,2,long,7,,5,What did the landlord wonder why the tenant repainted?,isl,32,test,24,
1123,List 7,,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
1123,List 7,,2,2,9211,,7,,4,To the neighbors about the noise the old man complained.,,34,filler,9211,
1123,List 7,,2,5,9511,,7,,5,They all have left and they have all done so deliberately.,,35,filler,9511,
1123,List 7,,2,,1,long,7,,6,What did the waiter think that the chef burned?,nonisl,36,test,13,
1123,List 7,,2,1,9111,,7,,1,John was kissed John.,,37,filler,9111,
1123,List 7,I would tell my boss that my colleague did most of the work.,,,,,,,,,,,,,
1123,List 7,,3,5,9514,,7,,5,They all have studied and they have all done so effectively.,,38,filler,9514,
1123,List 7,,3,,16,short,7,,6,Who wondered why the customer ordered the drink?,isl,39,test,162,
1123,List 7,,3,1,9124,,7,,2,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
1123,List 7,,3,3,9314,,7,,6,Patricia agreed herself to host the party.,,41,filler,9314,
1123,List 7,,3,,15,short,7,,6,Who thought that the patient contracted the disease?,nonisl,42,test,151,
1123,List 7,,3,4,9414,,7,,5,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
1123,List 7,,3,1,9114,,7,,1,Tommy was punished Tommy.,,44,filler,9114,
1123,List 7,,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
1123,List 7,,3,,14,long,7,,5,What did the carpenter wonder why the architect modified?,isl,46,test,144,
1123,List 7,,3,2,9214,,7,,1,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
1123,List 7,,3,4,9424,,7,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
1123,List 7,,3,,13,long,7,,7,What did the prosecutor think that the judge overruled?,nonisl,49,test,133,
1123,List 7,,3,3,9324,,7,,5,Next week appears that the strikers will be back to work.,,50,filler,9324,
1123,List 7,,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
1123,List 7,,4,4,9423,,7,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
1123,List 7,,4,,12,short,7,,6,Who wondered why the politician ignored the recommendation?,isl,53,test,122,
1123,List 7,,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
1123,List 7,,4,2,9213,,7,,1,With the generals about a new approach the President talked.,,55,filler,9213,
1123,List 7,,4,3,9323,,7,,4,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
1123,List 7,,4,,11,short,7,,6,Who thought that the babysitter washed the bottle?,nonisl,57,test,111,
1123,List 7,,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
1123,List 7,,4,4,9413,,7,,4,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
1123,List 7,,4,3,9313,,7,,3,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
1123,List 7,,4,,10,long,7,,4,What did the nurse wonder why the doctor prescribed?,isl,61,test,104,
1123,List 7,,4,1,9113,,7,,2,The hedges were trimmed the hedges.,,62,filler,9113,
1123,List 7,,4,,9,long,7,,5,What did the soldier think that the general ordered?,nonisl,63,test,93,
1123,List 7,,4,1,9123,,7,,1,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
1123,List 7,,4,5,9513,,7,,5,They all have helped and they have all done so generously.,,65,filler,9513,
1123,List 7,,,,,,,653e6909b22b84283cd39e5e,,,,,,,
1122,List 6,,0,7,1007,,6,,6,She was the winner.,,1,practice,1007,
1122,List 6,,0,1,1001,,6,,3,"Promise to wash, Neal did the car.",,2,practice,1001,
1122,List 6,,0,4,1004,,6,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1122,List 6,,0,6,1006,,6,,5,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1122,List 6,,0,2,1002,,6,,4,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1122,List 6,,0,5,1005,,6,,5,All the men seem to have all eaten supper.,,6,practice,1005,
1122,List 6,,0,3,1003,,6,,6,They consider a teacher of Chris geeky.,,7,practice,1003,
1122,List 6,,0,7,1008,,6,,6,It seems to me that Robert can't be trusted.,,8,practice,1008,
1122,List 6,,0,1,1009,,6,,6,There might mice seem to be in the cupboard.,,9,practice,1009,
1122,List 6,,1,4,9411,,6,,5,"If frankly he's unable to cope, we'll have to replace him.",,10,filler,9411,
1122,List 6,,1,7,9721,,6,,6,I hate eating sushi.,,11,filler,9721,
1122,List 6,,1,,4,short,6,,4,Who thought that the student read the book?,nonisl,12,test,41,
1122,List 6,,1,4,9421,,6,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,13,filler,9421,
1122,List 6,,1,3,9311,,6,,6,John tried himself to win.,,14,filler,9311,
1122,List 6,,1,,3,long,6,,5,What did the coach wonder why the gymnast practiced?,isl,15,test,34,
1122,List 6,,1,1,9121,,6,,4,Who was that the principal would fire expected by the reporters?,,16,filler,9121,
1122,List 6,,1,3,9321,,6,,4,Yesterday seemed that John left.,,17,filler,9321,
1122,List 6,,1,,2,long,6,,5,What did the landlord think that the tenant repainted?,nonisl,18,test,23,
1122,List 6,,1,7,9711,,6,,5,Kerry attempted to study physics.,,19,filler,9711,
1122,List 6,,1,2,9211,,6,,4,To the neighbors about the noise the old man complained.,,20,filler,9211,
1122,List 6,,1,5,9511,,6,,3,They all have left and they have all done so deliberately.,,21,filler,9511,
1122,List 6,,1,,1,short,6,,4,Who wondered why the chef burned the dish?,isl,22,test,12,
1122,List 6,,1,1,9111,,6,,3,John was kissed John.,,23,filler,9111,
1122,List 6,,2,5,9514,,6,,6,They all have studied and they have all done so effectively.,,24,filler,9514,
1122,List 6,,2,,16,short,6,,4,Who thought that the customer ordered the drink?,nonisl,25,test,161,
1122,List 6,,2,1,9124,,6,,3,Who is that the jail must release accepted by few citizens?,,26,filler,9124,
1122,List 6,,2,3,9314,,6,,3,Patricia agreed herself to host the party.,,27,filler,9314,
1122,List 6,,2,,15,long,6,,4,What did the cardiologist wonder why the patient contracted?,isl,28,test,154,
1122,List 6,,2,4,9414,,6,,3,"If frankly you continue to argue, the boss will fire you.",,29,filler,9414,
1122,List 6,,2,1,9114,,6,,5,Tommy was punished Tommy.,,30,filler,9114,
1122,List 6,,2,7,9714,,6,,3,Tommy attempted to take a picture.,,31,filler,9714,
1122,List 6,,2,,14,long,6,,3,What did the carpenter think that the architect modified?,nonisl,32,test,143,
1122,List 6,,2,2,9214,,6,,3,At your spouse on the phone you shouldn't yell.,,33,filler,9214,
1122,List 6,,2,4,9424,,6,,4,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,34,filler,9424,
1122,List 6,,2,,13,short,6,,2,Who wondered why the judge overruled the case?,isl,35,test,132,
1122,List 6,,2,3,9324,,6,,4,Next week appears that the strikers will be back to work.,,36,filler,9324,
1122,List 6,,2,7,9724,,6,,5,I hate missing work.,,37,filler,9724,
1122,List 6,I will take the raise,,,,,,,,,,,,,
1122,List 6,,3,4,9423,,6,,4,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,38,filler,9423,
1122,List 6,,3,,12,short,6,,3,Who thought that the politician ignored the recommendation?,nonisl,39,test,121,
1122,List 6,,3,7,9723,,6,,5,I like taking vacations.,,40,filler,9723,
1122,List 6,,3,2,9213,,6,,4,With the generals about a new approach the President talked.,,41,filler,9213,
1122,List 6,,3,3,9323,,6,,3,Tomorrow seems that there will be a hurricane.,,42,filler,9323,
1122,List 6,,3,,11,long,6,,3,What did the parent wonder why the babysitter washed?,isl,43,test,114,
1122,List 6,,3,7,9713,,6,,4,Vivian attempted to write stories.,,44,filler,9713,
1122,List 6,,3,4,9413,,6,,6,"If Grace probably passes the class, she will graduate on time.",,45,filler,9413,
1122,List 6,,3,3,9313,,6,,3,Linda remembered herself to pick-up the dry cleaning.,,46,filler,9313,
1122,List 6,,3,,10,long,6,,4,What did the nurse think that the doctor prescribed?,nonisl,47,test,103,
1122,List 6,,3,1,9113,,6,,3,The hedges were trimmed the hedges.,,48,filler,9113,
1122,List 6,,3,,9,short,6,,5,Who wondered why the general ordered the mission?,isl,49,test,92,
1122,List 6,,3,1,9123,,6,,4,Who was that Martians kidnapped believed by no one?,,50,filler,9123,
1122,List 6,,3,5,9513,,6,,3,They all have helped and they have all done so generously.,,51,filler,9513,
1122,List 6,,4,7,9722,,6,,3,I like drinking milkshakes.,,52,filler,9722,
1122,List 6,,4,,8,short,6,,2,Who thought that the reporter plagiarized the article?,nonisl,53,test,81,
1122,List 6,,4,2,9212,,6,,4,To the professor about my grade I talked.,,54,filler,9212,
1122,List 6,,4,4,9422,,6,,3,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,55,filler,9422,
1122,List 6,,4,,7,long,6,,2,What did the smuggler wonder why the guard intercepted?,isl,56,test,74,
1122,List 6,,4,4,9412,,6,,3,"If Kelly might have time, she will do it.",,57,filler,9412,
1122,List 6,,4,1,9122,,6,,5,What was that the movers would break feared by the family?,,58,filler,9122,
1122,List 6,,4,3,9322,,6,,3,Next week seems that Juan will be in town.,,59,filler,9322,
1122,List 6,,4,,6,long,6,,3,What did the detective think that the suspect stole?,nonisl,60,test,63,
1122,List 6,,4,3,9312,,6,,4,William planned himself to write a novel.,,61,filler,9312,
1122,List 6,,4,1,9112,,6,,4,The money was stolen the money.,,62,filler,9112,
1122,List 6,,4,5,9512,,6,,2,They all have finished and they have all done so efficiently.,,63,filler,9512,
1122,List 6,,4,,5,short,6,,3,Who wondered why the assistant copied the file?,isl,64,test,52,
1122,List 6,,4,7,9712,,6,,4,Brittany attempted to touch the porcupine.,,65,filler,9712,
1122,List 6,,,,,,,668e49f0364df0c4cbc5d5c6,,,,,,,
1105,List 6,,0,7,1007,,6,,7,She was the winner.,,1,practice,1007,
1105,List 6,,0,1,1001,,6,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
1105,List 6,,0,4,1004,,6,,3,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1105,List 6,,0,6,1006,,6,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1105,List 6,,0,2,1002,,6,,2,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1105,List 6,,0,5,1005,,6,,5,All the men seem to have all eaten supper.,,6,practice,1005,
1105,List 6,,0,3,1003,,6,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
1105,List 6,,0,7,1008,,6,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1105,List 6,,0,1,1009,,6,,4,There might mice seem to be in the cupboard.,,9,practice,1009,
1105,List 6,,1,4,9411,,6,,3,"If frankly he's unable to cope, we'll have to replace him.",,10,filler,9411,
1105,List 6,,1,7,9721,,6,,7,I hate eating sushi.,,11,filler,9721,
1105,List 6,,1,,4,short,6,,4,Who thought that the student read the book?,nonisl,12,test,41,
1105,List 6,,1,4,9421,,6,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,13,filler,9421,
1105,List 6,,1,3,9311,,6,,3,John tried himself to win.,,14,filler,9311,
1105,List 6,,1,,3,long,6,,3,What did the coach wonder why the gymnast practiced?,isl,15,test,34,
1105,List 6,,1,1,9121,,6,,2,Who was that the principal would fire expected by the reporters?,,16,filler,9121,
1105,List 6,,1,3,9321,,6,,3,Yesterday seemed that John left.,,17,filler,9321,
1105,List 6,,1,,2,long,6,,2,What did the landlord think that the tenant repainted?,nonisl,18,test,23,
1105,List 6,,1,7,9711,,6,,7,Kerry attempted to study physics.,,19,filler,9711,
1105,List 6,,1,2,9211,,6,,3,To the neighbors about the noise the old man complained.,,20,filler,9211,
1105,List 6,,1,5,9511,,6,,6,They all have left and they have all done so deliberately.,,21,filler,9511,
1105,List 6,,1,,1,short,6,,3,Who wondered why the chef burned the dish?,isl,22,test,12,
1105,List 6,,1,1,9111,,6,,2,John was kissed John.,,23,filler,9111,
1105,List 6,,2,5,9514,,6,,4,They all have studied and they have all done so effectively.,,24,filler,9514,
1105,List 6,,2,,16,short,6,,4,Who thought that the customer ordered the drink?,nonisl,25,test,161,
1105,List 6,,2,1,9124,,6,,2,Who is that the jail must release accepted by few citizens?,,26,filler,9124,
1105,List 6,,2,3,9314,,6,,5,Patricia agreed herself to host the party.,,27,filler,9314,
1105,List 6,,2,,15,long,6,,2,What did the cardiologist wonder why the patient contracted?,isl,28,test,154,
1105,List 6,,2,4,9414,,6,,3,"If frankly you continue to argue, the boss will fire you.",,29,filler,9414,
1105,List 6,,2,1,9114,,6,,1,Tommy was punished Tommy.,,30,filler,9114,
1105,List 6,,2,7,9714,,6,,7,Tommy attempted to take a picture.,,31,filler,9714,
1105,List 6,,2,,14,long,6,,4,What did the carpenter think that the architect modified?,nonisl,32,test,143,
1105,List 6,,2,2,9214,,6,,2,At your spouse on the phone you shouldn't yell.,,33,filler,9214,
1105,List 6,,2,4,9424,,6,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,34,filler,9424,
1105,List 6,,2,,13,short,6,,4,Who wondered why the judge overruled the case?,isl,35,test,132,
1105,List 6,,2,3,9324,,6,,5,Next week appears that the strikers will be back to work.,,36,filler,9324,
1105,List 6,,2,7,9724,,6,,7,I hate missing work.,,37,filler,9724,
1105,List 6,I wouldn’t take the credit for someone else’s work.,,,,,,,,,,,,,
1105,List 6,,3,4,9423,,6,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,38,filler,9423,
1105,List 6,,3,,12,short,6,,4,Who thought that the politician ignored the recommendation?,nonisl,39,test,121,
1105,List 6,,3,7,9723,,6,,7,I like taking vacations.,,40,filler,9723,
1105,List 6,,3,2,9213,,6,,4,With the generals about a new approach the President talked.,,41,filler,9213,
1105,List 6,,3,3,9323,,6,,5,Tomorrow seems that there will be a hurricane.,,42,filler,9323,
1105,List 6,,3,,11,long,6,,4,What did the parent wonder why the babysitter washed?,isl,43,test,114,
1105,List 6,,3,7,9713,,6,,7,Vivian attempted to write stories.,,44,filler,9713,
1105,List 6,,3,4,9413,,6,,7,"If Grace probably passes the class, she will graduate on time.",,45,filler,9413,
1105,List 6,,3,3,9313,,6,,5,Linda remembered herself to pick-up the dry cleaning.,,46,filler,9313,
1105,List 6,,3,,10,long,6,,4,What did the nurse think that the doctor prescribed?,nonisl,47,test,103,
1105,List 6,,3,1,9113,,6,,3,The hedges were trimmed the hedges.,,48,filler,9113,
1105,List 6,,3,,9,short,6,,3,Who wondered why the general ordered the mission?,isl,49,test,92,
1105,List 6,,3,1,9123,,6,,3,Who was that Martians kidnapped believed by no one?,,50,filler,9123,
1105,List 6,,3,5,9513,,6,,5,They all have helped and they have all done so generously.,,51,filler,9513,
1105,List 6,,4,7,9722,,6,,7,I like drinking milkshakes.,,52,filler,9722,
1105,List 6,,4,,8,short,6,,5,Who thought that the reporter plagiarized the article?,nonisl,53,test,81,
1105,List 6,,4,2,9212,,6,,2,To the professor about my grade I talked.,,54,filler,9212,
1105,List 6,,4,4,9422,,6,,4,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,55,filler,9422,
1105,List 6,,4,,7,long,6,,4,What did the smuggler wonder why the guard intercepted?,isl,56,test,74,
1105,List 6,,4,4,9412,,6,,5,"If Kelly might have time, she will do it.",,57,filler,9412,
1105,List 6,,4,1,9122,,6,,4,What was that the movers would break feared by the family?,,58,filler,9122,
1105,List 6,,4,3,9322,,6,,6,Next week seems that Juan will be in town.,,59,filler,9322,
1105,List 6,,4,,6,long,6,,5,What did the detective think that the suspect stole?,nonisl,60,test,63,
1105,List 6,,4,3,9312,,6,,5,William planned himself to write a novel.,,61,filler,9312,
1105,List 6,,4,1,9112,,6,,3,The money was stolen the money.,,62,filler,9112,
1105,List 6,,4,5,9512,,6,,4,They all have finished and they have all done so efficiently.,,63,filler,9512,
1105,List 6,,4,,5,short,6,,5,Who wondered why the assistant copied the file?,isl,64,test,52,
1105,List 6,,4,7,9712,,6,,7,Brittany attempted to touch the porcupine.,,65,filler,9712,
1105,List 6,,,,,,,"66beb7a1951f8a18b03cd9c5
",,,,,,,
1113,List 6,,0,7,1007,,6,,6,She was the winner.,,1,practice,1007,
1113,List 6,,0,1,1001,,6,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
1113,List 6,,0,4,1004,,6,,3,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1113,List 6,,0,6,1006,,6,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1113,List 6,,0,2,1002,,6,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1113,List 6,,0,5,1005,,6,,5,All the men seem to have all eaten supper.,,6,practice,1005,
1113,List 6,,0,3,1003,,6,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
1113,List 6,,0,7,1008,,6,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1113,List 6,,0,1,1009,,6,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1113,List 6,,1,4,9411,,6,,5,"If frankly he's unable to cope, we'll have to replace him.",,10,filler,9411,
1113,List 6,,1,7,9721,,6,,6,I hate eating sushi.,,11,filler,9721,
1113,List 6,,1,,4,short,6,,4,Who thought that the student read the book?,nonisl,12,test,41,
1113,List 6,,1,4,9421,,6,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,13,filler,9421,
1113,List 6,,1,3,9311,,6,,2,John tried himself to win.,,14,filler,9311,
1113,List 6,,1,,3,long,6,,1,What did the coach wonder why the gymnast practiced?,isl,15,test,34,
1113,List 6,,1,1,9121,,6,,2,Who was that the principal would fire expected by the reporters?,,16,filler,9121,
1113,List 6,,1,3,9321,,6,,1,Yesterday seemed that John left.,,17,filler,9321,
1113,List 6,,1,,2,long,6,,5,What did the landlord think that the tenant repainted?,nonisl,18,test,23,
1113,List 6,,1,7,9711,,6,,7,Kerry attempted to study physics.,,19,filler,9711,
1113,List 6,,1,2,9211,,6,,4,To the neighbors about the noise the old man complained.,,20,filler,9211,
1113,List 6,,1,5,9511,,6,,4,They all have left and they have all done so deliberately.,,21,filler,9511,
1113,List 6,,1,,1,short,6,,6,Who wondered why the chef burned the dish?,isl,22,test,12,
1113,List 6,,1,1,9111,,6,,1,John was kissed John.,,23,filler,9111,
1113,List 6,,2,5,9514,,6,,7,They all have studied and they have all done so effectively.,,24,filler,9514,
1113,List 6,,2,,16,short,6,,7,Who thought that the customer ordered the drink?,nonisl,25,test,161,
1113,List 6,,2,1,9124,,6,,2,Who is that the jail must release accepted by few citizens?,,26,filler,9124,
1113,List 6,,2,3,9314,,6,,5,Patricia agreed herself to host the party.,,27,filler,9314,
1113,List 6,,2,,15,long,6,,2,What did the cardiologist wonder why the patient contracted?,isl,28,test,154,
1113,List 6,,2,4,9414,,6,,4,"If frankly you continue to argue, the boss will fire you.",,29,filler,9414,
1113,List 6,,2,1,9114,,6,,1,Tommy was punished Tommy.,,30,filler,9114,
1113,List 6,,2,7,9714,,6,,6,Tommy attempted to take a picture.,,31,filler,9714,
1113,List 6,,2,,14,long,6,,5,What did the carpenter think that the architect modified?,nonisl,32,test,143,
1113,List 6,,2,2,9214,,6,,3,At your spouse on the phone you shouldn't yell.,,33,filler,9214,
1113,List 6,,2,4,9424,,6,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,34,filler,9424,
1113,List 6,,2,,13,short,6,,7,Who wondered why the judge overruled the case?,isl,35,test,132,
1113,List 6,,2,3,9324,,6,,4,Next week appears that the strikers will be back to work.,,36,filler,9324,
1113,List 6,,2,7,9724,,6,,7,I hate missing work.,,37,filler,9724,
1113,List 6,Tell my boss that my colleague did most of the work,,,,,,,,,,,,,
1113,List 6,,3,4,9423,,6,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,38,filler,9423,
1113,List 6,,3,,12,short,6,,5,Who thought that the politician ignored the recommendation?,nonisl,39,test,121,
1113,List 6,,3,7,9723,,6,,7,I like taking vacations.,,40,filler,9723,
1113,List 6,,3,2,9213,,6,,3,With the generals about a new approach the President talked.,,41,filler,9213,
1113,List 6,,3,3,9323,,6,,3,Tomorrow seems that there will be a hurricane.,,42,filler,9323,
1113,List 6,,3,,11,long,6,,1,What did the parent wonder why the babysitter washed?,isl,43,test,114,
1113,List 6,,3,7,9713,,6,,6,Vivian attempted to write stories.,,44,filler,9713,
