workerid,proliferate.condition,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
2844,List 8,1,,11,short,8,,7,Who made the claim that the babysitter washed the bottle?,isl,15,test,112,
2844,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
2844,List 8,1,4,9413,,8,,5,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
2844,List 8,1,3,9313,,8,,2,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
2844,List 8,1,,10,short,8,,7,Who claimed that the doctor prescribed the medicine?,nonisl,19,test,101,
2844,List 8,1,1,9113,,8,,2,The hedges were trimmed the hedges.,,20,filler,9113,
2844,List 8,1,,9,long,8,,2,What did the soldier make the claim that the general ordered?,isl,21,test,94,
2844,List 8,1,1,9123,,8,,1,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
2844,List 8,1,5,9513,,8,,6,They all have helped and they have all done so generously.,,23,filler,9513,
2844,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
2844,List 8,2,,8,long,8,,7,What did the editor claim that the reporter plagiarized?,nonisl,25,test,83,
2844,List 8,2,2,9212,,8,,1,To the professor about my grade I talked.,,26,filler,9212,
2844,List 8,2,4,9422,,8,,1,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
2844,List 8,2,,7,short,8,,7,Who made the claim that the police intercepted the shipment?,isl,28,test,72,
2844,List 8,2,4,9412,,8,,2,"If Kelly might have time, she will do it.",,29,filler,9412,
2844,List 8,2,1,9122,,8,,1,What was that the movers would break feared by the family?,,30,filler,9122,
2844,List 8,2,3,9322,,8,,1,Next week seems that Juan will be in town.,,31,filler,9322,
2844,List 8,2,,6,short,8,,7,Who claimed that the suspect stole the necklace?,nonisl,32,test,61,
2844,List 8,2,3,9312,,8,,1,William planned himself to write a novel.,,33,filler,9312,
2844,List 8,2,1,9112,,8,,2,The money was stolen the money.,,34,filler,9112,
2844,List 8,2,5,9512,,8,,3,They all have finished and they have all done so efficiently.,,35,filler,9512,
2844,List 8,2,,5,long,8,,4,What did the manager make the claim that the assistant copied?,isl,36,test,54,
2844,List 8,2,7,9712,,8,,7,Brittany attempted to touch the porcupine.,,37,filler,9712,
2844,List 8,3,4,9411,,8,,1,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
2844,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
2844,List 8,3,,4,long,8,,3,What did the teacher claim that the student read?,nonisl,40,test,43,
2844,List 8,3,4,9421,,8,,2,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
2844,List 8,3,3,9311,,8,,2,John tried himself to win.,,42,filler,9311,
2844,List 8,3,,3,short,8,,7,Who made the claim that the gymnast practiced the routine?,isl,43,test,32,
2844,List 8,3,1,9121,,8,,1,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
2844,List 8,3,3,9321,,8,,1,Yesterday seemed that John left.,,45,filler,9321,
2844,List 8,3,,2,short,8,,7,Who claimed that the tenant repainted the room?,nonisl,46,test,21,
2844,List 8,3,7,9711,,8,,7,Kerry attempted to study physics.,,47,filler,9711,
2844,List 8,3,2,9211,,8,,1,To the neighbors about the noise the old man complained.,,48,filler,9211,
2844,List 8,3,5,9511,,8,,2,They all have left and they have all done so deliberately.,,49,filler,9511,
2844,List 8,3,,1,long,8,,2,What did the waiter make the claim that the chef burned?,isl,50,test,14,
2844,List 8,3,1,9111,,8,,2,John was kissed John.,,51,filler,9111,
2844,List 8,4,5,9514,,8,,6,They all have studied and they have all done so effectively.,,52,filler,9514,
2844,List 8,4,,16,long,8,,7,What did the bartender claim that the customer ordered?,nonisl,53,test,163,
2844,List 8,4,1,9124,,8,,2,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
2844,List 8,4,3,9314,,8,,1,Patricia agreed herself to host the party.,,55,filler,9314,
2844,List 8,4,,15,short,8,,7,Who made the claim that the patient contracted the disease?,isl,56,test,152,
2844,List 8,4,4,9414,,8,,2,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
2844,List 8,4,1,9114,,8,,2,Tommy was punished Tommy.,,58,filler,9114,
2844,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
2844,List 8,4,,14,short,8,,7,Who claimed that the architect modified the blueprint?,nonisl,60,test,141,
2844,List 8,4,2,9214,,8,,1,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
2844,List 8,4,4,9424,,8,,1,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
2844,List 8,4,,13,long,8,,2,What did the prosecutor make the claim that the judge overruled?,isl,63,test,134,
2844,List 8,4,3,9324,,8,,5,Next week appears that the strikers will be back to work.,,64,filler,9324,
2844,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
2844,List 8,,,,,,669902d44c22e2793b0754be,,,,,,,
2900,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
2900,List 8,0,1,1001,,8,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
2900,List 8,0,4,1004,,8,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
2900,List 8,0,6,1006,,8,,5,The children were cared for by the adults and the teenagers.,,4,practice,1006,
2900,List 8,0,2,1002,,8,,2,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
2900,List 8,0,5,1005,,8,,4,All the men seem to have all eaten supper.,,6,practice,1005,
2900,List 8,0,3,1003,,8,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
2900,List 8,0,7,1008,,8,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
2900,List 8,0,1,1009,,8,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
2900,List 8,1,4,9423,,8,,3,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
2900,List 8,1,,12,long,8,,6,What did the scientist claim that the politician ignored?,nonisl,11,test,123,
2900,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
2900,List 8,1,2,9213,,8,,1,With the generals about a new approach the President talked.,,13,filler,9213,
2900,List 8,1,3,9323,,8,,4,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
2900,List 8,1,,11,short,8,,3,Who made the claim that the babysitter washed the bottle?,isl,15,test,112,
2900,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
2900,List 8,1,4,9413,,8,,3,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
2900,List 8,1,3,9313,,8,,4,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
2900,List 8,1,,10,short,8,,7,Who claimed that the doctor prescribed the medicine?,nonisl,19,test,101,
2900,List 8,1,1,9113,,8,,2,The hedges were trimmed the hedges.,,20,filler,9113,
2900,List 8,1,,9,long,8,,2,What did the soldier make the claim that the general ordered?,isl,21,test,94,
2900,List 8,1,1,9123,,8,,1,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
2900,List 8,1,5,9513,,8,,3,They all have helped and they have all done so generously.,,23,filler,9513,
2900,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
2900,List 8,2,,8,long,8,,6,What did the editor claim that the reporter plagiarized?,nonisl,25,test,83,
2900,List 8,2,2,9212,,8,,2,To the professor about my grade I talked.,,26,filler,9212,
2900,List 8,2,4,9422,,8,,4,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
2900,List 8,2,,7,short,8,,6,Who made the claim that the police intercepted the shipment?,isl,28,test,72,
2900,List 8,2,4,9412,,8,,2,"If Kelly might have time, she will do it.",,29,filler,9412,
2900,List 8,2,1,9122,,8,,1,What was that the movers would break feared by the family?,,30,filler,9122,
2900,List 8,2,3,9322,,8,,5,Next week seems that Juan will be in town.,,31,filler,9322,
2900,List 8,2,,6,short,8,,7,Who claimed that the suspect stole the necklace?,nonisl,32,test,61,
2900,List 8,2,3,9312,,8,,5,William planned himself to write a novel.,,33,filler,9312,
2900,List 8,2,1,9112,,8,,1,The money was stolen the money.,,34,filler,9112,
2900,List 8,2,5,9512,,8,,1,They all have finished and they have all done so efficiently.,,35,filler,9512,
2900,List 8,2,,5,long,8,,1,What did the manager make the claim that the assistant copied?,isl,36,test,54,
2900,List 8,2,7,9712,,8,,6,Brittany attempted to touch the porcupine.,,37,filler,9712,
2900,List 8,3,4,9411,,8,,4,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
2900,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
2900,List 8,3,,4,long,8,,6,What did the teacher claim that the student read?,nonisl,40,test,43,
2900,List 8,3,4,9421,,8,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
2900,List 8,3,3,9311,,8,,2,John tried himself to win.,,42,filler,9311,
2900,List 8,3,,3,short,8,,6,Who made the claim that the gymnast practiced the routine?,isl,43,test,32,
2900,List 8,3,1,9121,,8,,3,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
2900,List 8,3,3,9321,,8,,1,Yesterday seemed that John left.,,45,filler,9321,
2900,List 8,3,,2,short,8,,5,Who claimed that the tenant repainted the room?,nonisl,46,test,21,
2900,List 8,3,7,9711,,8,,6,Kerry attempted to study physics.,,47,filler,9711,
2900,List 8,3,2,9211,,8,,1,To the neighbors about the noise the old man complained.,,48,filler,9211,
2900,List 8,3,5,9511,,8,,1,They all have left and they have all done so deliberately.,,49,filler,9511,
2900,List 8,3,,1,long,8,,4,What did the waiter make the claim that the chef burned?,isl,50,test,14,
2900,List 8,3,1,9111,,8,,1,John was kissed John.,,51,filler,9111,
2900,List 8,4,5,9514,,8,,4,They all have studied and they have all done so effectively.,,52,filler,9514,
2900,List 8,4,,16,long,8,,5,What did the bartender claim that the customer ordered?,nonisl,53,test,163,
2900,List 8,4,1,9124,,8,,1,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
2900,List 8,4,3,9314,,8,,3,Patricia agreed herself to host the party.,,55,filler,9314,
2900,List 8,4,,15,short,8,,4,Who made the claim that the patient contracted the disease?,isl,56,test,152,
2900,List 8,4,4,9414,,8,,4,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
2900,List 8,4,1,9114,,8,,1,Tommy was punished Tommy.,,58,filler,9114,
2900,List 8,4,7,9714,,8,,5,Tommy attempted to take a picture.,,59,filler,9714,
2900,List 8,4,,14,short,8,,5,Who claimed that the architect modified the blueprint?,nonisl,60,test,141,
2900,List 8,4,2,9214,,8,,3,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
2900,List 8,4,4,9424,,8,,4,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
2900,List 8,4,,13,long,8,,4,What did the prosecutor make the claim that the judge overruled?,isl,63,test,134,
2900,List 8,4,3,9324,,8,,4,Next week appears that the strikers will be back to work.,,64,filler,9324,
2900,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
2900,List 8,,,,,,5c5f1e44c878bb000155e036,,,,,,,
2804,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
2804,List 8,0,1,1001,,8,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
2804,List 8,0,4,1004,,8,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
2804,List 8,0,6,1006,,8,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
2804,List 8,0,2,1002,,8,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
2804,List 8,0,5,1005,,8,,4,All the men seem to have all eaten supper.,,6,practice,1005,
2804,List 8,0,3,1003,,8,,2,They consider a teacher of Chris geeky.,,7,practice,1003,
2804,List 8,0,7,1008,,8,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
2804,List 8,0,1,1009,,8,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
2804,List 8,1,4,9423,,8,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
2804,List 8,1,,12,long,8,,5,What did the scientist claim that the politician ignored?,nonisl,11,test,123,
2804,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
2804,List 8,1,2,9213,,8,,1,With the generals about a new approach the President talked.,,13,filler,9213,
2804,List 8,1,3,9323,,8,,2,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
2804,List 8,1,,11,short,8,,5,Who made the claim that the babysitter washed the bottle?,isl,15,test,112,
2804,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
2804,List 8,1,4,9413,,8,,3,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
2804,List 8,1,3,9313,,8,,2,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
2804,List 8,1,,10,short,8,,2,Who claimed that the doctor prescribed the medicine?,nonisl,19,test,101,
2804,List 8,1,1,9113,,8,,2,The hedges were trimmed the hedges.,,20,filler,9113,
2804,List 8,1,,9,long,8,,2,What did the soldier make the claim that the general ordered?,isl,21,test,94,
2804,List 8,1,1,9123,,8,,2,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
2804,List 8,1,5,9513,,8,,5,They all have helped and they have all done so generously.,,23,filler,9513,
2804,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
2804,List 8,2,,8,long,8,,3,What did the editor claim that the reporter plagiarized?,nonisl,25,test,83,
2804,List 8,2,2,9212,,8,,2,To the professor about my grade I talked.,,26,filler,9212,
2804,List 8,2,4,9422,,8,,3,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
2804,List 8,2,,7,short,8,,6,Who made the claim that the police intercepted the shipment?,isl,28,test,72,
2804,List 8,2,4,9412,,8,,3,"If Kelly might have time, she will do it.",,29,filler,9412,
2804,List 8,2,1,9122,,8,,1,What was that the movers would break feared by the family?,,30,filler,9122,
2804,List 8,2,3,9322,,8,,3,Next week seems that Juan will be in town.,,31,filler,9322,
2804,List 8,2,,6,short,8,,7,Who claimed that the suspect stole the necklace?,nonisl,32,test,61,
2804,List 8,2,3,9312,,8,,3,William planned himself to write a novel.,,33,filler,9312,
2804,List 8,2,1,9112,,8,,1,The money was stolen the money.,,34,filler,9112,
2804,List 8,2,5,9512,,8,,5,They all have finished and they have all done so efficiently.,,35,filler,9512,
2804,List 8,2,,5,long,8,,2,What did the manager make the claim that the assistant copied?,isl,36,test,54,
2804,List 8,2,7,9712,,8,,7,Brittany attempted to touch the porcupine.,,37,filler,9712,
2804,List 8,3,4,9411,,8,,3,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
2804,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
2804,List 8,3,,4,long,8,,3,What did the teacher claim that the student read?,nonisl,40,test,43,
2804,List 8,3,4,9421,,8,,3,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
2804,List 8,3,3,9311,,8,,2,John tried himself to win.,,42,filler,9311,
2804,List 8,3,,3,short,8,,2,Who made the claim that the gymnast practiced the routine?,isl,43,test,32,
2804,List 8,3,1,9121,,8,,1,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
2804,List 8,3,3,9321,,8,,2,Yesterday seemed that John left.,,45,filler,9321,
2804,List 8,3,,2,short,8,,6,Who claimed that the tenant repainted the room?,nonisl,46,test,21,
2804,List 8,3,7,9711,,8,,7,Kerry attempted to study physics.,,47,filler,9711,
2804,List 8,3,2,9211,,8,,2,To the neighbors about the noise the old man complained.,,48,filler,9211,
2804,List 8,3,5,9511,,8,,3,They all have left and they have all done so deliberately.,,49,filler,9511,
2804,List 8,3,,1,long,8,,2,What did the waiter make the claim that the chef burned?,isl,50,test,14,
2804,List 8,3,1,9111,,8,,1,John was kissed John.,,51,filler,9111,
2804,List 8,4,5,9514,,8,,4,They all have studied and they have all done so effectively.,,52,filler,9514,
2804,List 8,4,,16,long,8,,3,What did the bartender claim that the customer ordered?,nonisl,53,test,163,
2804,List 8,4,1,9124,,8,,1,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
2804,List 8,4,3,9314,,8,,4,Patricia agreed herself to host the party.,,55,filler,9314,
2804,List 8,4,,15,short,8,,4,Who made the claim that the patient contracted the disease?,isl,56,test,152,
2804,List 8,4,4,9414,,8,,3,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
2804,List 8,4,1,9114,,8,,1,Tommy was punished Tommy.,,58,filler,9114,
2804,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
2804,List 8,4,,14,short,8,,6,Who claimed that the architect modified the blueprint?,nonisl,60,test,141,
2804,List 8,4,2,9214,,8,,2,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
2804,List 8,4,4,9424,,8,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
2804,List 8,4,,13,long,8,,2,What did the prosecutor make the claim that the judge overruled?,isl,63,test,134,
2804,List 8,4,3,9324,,8,,5,Next week appears that the strikers will be back to work.,,64,filler,9324,
2804,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
2804,List 8,,,,,,66cfddcfff494dad157f581a,,,,,,,
3138,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
3138,List 8,0,1,1001,,8,,3,"Promise to wash, Neal did the car.",,2,practice,1001,
3138,List 8,0,4,1004,,8,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3138,List 8,0,6,1006,,8,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3138,List 8,0,2,1002,,8,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3138,List 8,0,5,1005,,8,,7,All the men seem to have all eaten supper.,,6,practice,1005,
3138,List 8,0,3,1003,,8,,2,They consider a teacher of Chris geeky.,,7,practice,1003,
3138,List 8,0,7,1008,,8,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3138,List 8,0,1,1009,,8,,3,There might mice seem to be in the cupboard.,,9,practice,1009,
3138,List 8,1,4,9423,,8,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
3138,List 8,1,,12,long,8,,6,What did the scientist claim that the politician ignored?,nonisl,11,test,123,
3138,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
3138,List 8,1,2,9213,,8,,2,With the generals about a new approach the President talked.,,13,filler,9213,
3138,List 8,1,3,9323,,8,,5,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
3138,List 8,1,,11,short,8,,7,Who made the claim that the babysitter washed the bottle?,isl,15,test,112,
3138,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
3138,List 8,1,4,9413,,8,,4,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
3138,List 8,1,3,9313,,8,,4,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
3138,List 8,1,,10,short,8,,7,Who claimed that the doctor prescribed the medicine?,nonisl,19,test,101,
3138,List 8,1,1,9113,,8,,3,The hedges were trimmed the hedges.,,20,filler,9113,
3138,List 8,1,,9,long,8,,3,What did the soldier make the claim that the general ordered?,isl,21,test,94,
3138,List 8,1,1,9123,,8,,2,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
3138,List 8,1,5,9513,,8,,7,They all have helped and they have all done so generously.,,23,filler,9513,
3138,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
3138,List 8,2,,8,long,8,,7,What did the editor claim that the reporter plagiarized?,nonisl,25,test,83,
3138,List 8,2,2,9212,,8,,2,To the professor about my grade I talked.,,26,filler,9212,
3138,List 8,2,4,9422,,8,,5,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
3138,List 8,2,,7,short,8,,7,Who made the claim that the police intercepted the shipment?,isl,28,test,72,
3138,List 8,2,4,9412,,8,,4,"If Kelly might have time, she will do it.",,29,filler,9412,
3138,List 8,2,1,9122,,8,,3,What was that the movers would break feared by the family?,,30,filler,9122,
3138,List 8,2,3,9322,,8,,5,Next week seems that Juan will be in town.,,31,filler,9322,
3138,List 8,2,,6,short,8,,7,Who claimed that the suspect stole the necklace?,nonisl,32,test,61,
3138,List 8,2,3,9312,,8,,4,William planned himself to write a novel.,,33,filler,9312,
3138,List 8,2,1,9112,,8,,2,The money was stolen the money.,,34,filler,9112,
3138,List 8,2,5,9512,,8,,7,They all have finished and they have all done so efficiently.,,35,filler,9512,
3138,List 8,2,,5,long,8,,5,What did the manager make the claim that the assistant copied?,isl,36,test,54,
3138,List 8,2,7,9712,,8,,7,Brittany attempted to touch the porcupine.,,37,filler,9712,
3138,List 8,3,4,9411,,8,,6,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
3138,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
3138,List 8,3,,4,long,8,,7,What did the teacher claim that the student read?,nonisl,40,test,43,
3138,List 8,3,4,9421,,8,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
3138,List 8,3,3,9311,,8,,3,John tried himself to win.,,42,filler,9311,
3138,List 8,3,,3,short,8,,7,Who made the claim that the gymnast practiced the routine?,isl,43,test,32,
3138,List 8,3,1,9121,,8,,2,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
3138,List 8,3,3,9321,,8,,3,Yesterday seemed that John left.,,45,filler,9321,
3138,List 8,3,,2,short,8,,7,Who claimed that the tenant repainted the room?,nonisl,46,test,21,
3138,List 8,3,7,9711,,8,,7,Kerry attempted to study physics.,,47,filler,9711,
3138,List 8,3,2,9211,,8,,5,To the neighbors about the noise the old man complained.,,48,filler,9211,
3138,List 8,3,5,9511,,8,,7,They all have left and they have all done so deliberately.,,49,filler,9511,
3138,List 8,3,,1,long,8,,6,What did the waiter make the claim that the chef burned?,isl,50,test,14,
3138,List 8,3,1,9111,,8,,2,John was kissed John.,,51,filler,9111,
3138,List 8,4,5,9514,,8,,7,They all have studied and they have all done so effectively.,,52,filler,9514,
3138,List 8,4,,16,long,8,,7,What did the bartender claim that the customer ordered?,nonisl,53,test,163,
3138,List 8,4,1,9124,,8,,2,Who is that the jail must release accepted by few citizens?,,54,filler,9124,
3138,List 8,4,3,9314,,8,,6,Patricia agreed herself to host the party.,,55,filler,9314,
3138,List 8,4,,15,short,8,,7,Who made the claim that the patient contracted the disease?,isl,56,test,152,
3138,List 8,4,4,9414,,8,,6,"If frankly you continue to argue, the boss will fire you.",,57,filler,9414,
3138,List 8,4,1,9114,,8,,2,Tommy was punished Tommy.,,58,filler,9114,
3138,List 8,4,7,9714,,8,,7,Tommy attempted to take a picture.,,59,filler,9714,
3138,List 8,4,,14,short,8,,7,Who claimed that the architect modified the blueprint?,nonisl,60,test,141,
3138,List 8,4,2,9214,,8,,3,At your spouse on the phone you shouldn't yell.,,61,filler,9214,
3138,List 8,4,4,9424,,8,,3,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,62,filler,9424,
3138,List 8,4,,13,long,8,,6,What did the prosecutor make the claim that the judge overruled?,isl,63,test,134,
3138,List 8,4,3,9324,,8,,7,Next week appears that the strikers will be back to work.,,64,filler,9324,
3138,List 8,4,7,9724,,8,,7,I hate missing work.,,65,filler,9724,
3138,List 8,,,,,,5f121091e95fdc03b5e897d0,,,,,,,
3052,List 8,0,7,1007,,8,,7,She was the winner.,,1,practice,1007,
3052,List 8,0,1,1001,,8,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3052,List 8,0,4,1004,,8,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3052,List 8,0,6,1006,,8,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3052,List 8,0,2,1002,,8,,4,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3052,List 8,0,5,1005,,8,,6,All the men seem to have all eaten supper.,,6,practice,1005,
3052,List 8,0,3,1003,,8,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
3052,List 8,0,7,1008,,8,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3052,List 8,0,1,1009,,8,,3,There might mice seem to be in the cupboard.,,9,practice,1009,
3052,List 8,1,4,9423,,8,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,10,filler,9423,
3052,List 8,1,,12,long,8,,7,What did the scientist claim that the politician ignored?,nonisl,11,test,123,
3052,List 8,1,7,9723,,8,,7,I like taking vacations.,,12,filler,9723,
3052,List 8,1,2,9213,,8,,1,With the generals about a new approach the President talked.,,13,filler,9213,
3052,List 8,1,3,9323,,8,,6,Tomorrow seems that there will be a hurricane.,,14,filler,9323,
3052,List 8,1,,11,short,8,,7,Who made the claim that the babysitter washed the bottle?,isl,15,test,112,
3052,List 8,1,7,9713,,8,,7,Vivian attempted to write stories.,,16,filler,9713,
3052,List 8,1,4,9413,,8,,6,"If Grace probably passes the class, she will graduate on time.",,17,filler,9413,
3052,List 8,1,3,9313,,8,,7,Linda remembered herself to pick-up the dry cleaning.,,18,filler,9313,
3052,List 8,1,,10,short,8,,7,Who claimed that the doctor prescribed the medicine?,nonisl,19,test,101,
3052,List 8,1,1,9113,,8,,5,The hedges were trimmed the hedges.,,20,filler,9113,
3052,List 8,1,,9,long,8,,5,What did the soldier make the claim that the general ordered?,isl,21,test,94,
3052,List 8,1,1,9123,,8,,3,Who was that Martians kidnapped believed by no one?,,22,filler,9123,
3052,List 8,1,5,9513,,8,,7,They all have helped and they have all done so generously.,,23,filler,9513,
3052,List 8,2,7,9722,,8,,7,I like drinking milkshakes.,,24,filler,9722,
3052,List 8,2,,8,long,8,,7,What did the editor claim that the reporter plagiarized?,nonisl,25,test,83,
3052,List 8,2,2,9212,,8,,5,To the professor about my grade I talked.,,26,filler,9212,
3052,List 8,2,4,9422,,8,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,27,filler,9422,
3052,List 8,2,,7,short,8,,7,Who made the claim that the police intercepted the shipment?,isl,28,test,72,
3052,List 8,2,4,9412,,8,,6,"If Kelly might have time, she will do it.",,29,filler,9412,
3052,List 8,2,1,9122,,8,,3,What was that the movers would break feared by the family?,,30,filler,9122,
3052,List 8,2,3,9322,,8,,5,Next week seems that Juan will be in town.,,31,filler,9322,
3052,List 8,2,,6,short,8,,7,Who claimed that the suspect stole the necklace?,nonisl,32,test,61,
3052,List 8,2,3,9312,,8,,6,William planned himself to write a novel.,,33,filler,9312,
3052,List 8,2,1,9112,,8,,5,The money was stolen the money.,,34,filler,9112,
3052,List 8,2,5,9512,,8,,7,They all have finished and they have all done so efficiently.,,35,filler,9512,
3052,List 8,2,,5,long,8,,5,What did the manager make the claim that the assistant copied?,isl,36,test,54,
3052,List 8,2,7,9712,,8,,7,Brittany attempted to touch the porcupine.,,37,filler,9712,
3052,List 8,3,4,9411,,8,,7,"If frankly he's unable to cope, we'll have to replace him.",,38,filler,9411,
3052,List 8,3,7,9721,,8,,7,I hate eating sushi.,,39,filler,9721,
3052,List 8,3,,4,long,8,,7,What did the teacher claim that the student read?,nonisl,40,test,43,
3052,List 8,3,4,9421,,8,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,41,filler,9421,
3052,List 8,3,3,9311,,8,,7,John tried himself to win.,,42,filler,9311,
3052,List 8,3,,3,short,8,,7,Who made the claim that the gymnast practiced the routine?,isl,43,test,32,
3052,List 8,3,1,9121,,8,,4,Who was that the principal would fire expected by the reporters?,,44,filler,9121,
