workerid,proliferate.condition,attention_response,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
1793,List 4,,0,3,1003,,4,,6,They consider a teacher of Chris geeky.,,7,practice,1003,
1793,List 4,,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1793,List 4,,0,1,1009,,4,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1793,List 4,,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
1793,List 4,,1,3,9324,,4,,5,Next week appears that the strikers will be back to work.,,11,filler,9324,
1793,List 4,,1,,13,long,4,,1,What did the guest sneeze because the housekeeper dusted?,isl,12,test,134,
1793,List 4,,1,4,9424,,4,,4,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
1793,List 4,,1,2,9214,,4,,2,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
1793,List 4,,1,,14,short,4,,7,Who thought that the chef burned the dish?,nonisl,15,test,141,
1793,List 4,,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
1793,List 4,,1,1,9114,,4,,1,Tommy was punished Tommy.,,17,filler,9114,
1793,List 4,,1,4,9414,,4,,2,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
1793,List 4,,1,,15,short,4,,7,Who scowled because the dancer forgot the routine?,isl,19,test,152,
1793,List 4,,1,3,9314,,4,,3,Patricia agreed herself to host the party.,,20,filler,9314,
1793,List 4,,1,1,9124,,4,,1,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
1793,List 4,,1,,16,long,4,,6,What did the librarian think that the committee banned?,nonisl,22,test,163,
1793,List 4,,1,5,9514,,4,,6,They all have studied and they have all done so effectively.,,23,filler,9514,
1793,List 4,,2,1,9111,,4,,1,John was kissed John.,,24,filler,9111,
1793,List 4,,2,,1,long,4,,1,What did the assistant sigh because the lawyer forgot?,isl,25,test,14,
1793,List 4,,2,5,9511,,4,,7,They all have left and they have all done so deliberately.,,26,filler,9511,
1793,List 4,,2,2,9211,,4,,5,To the neighbors about the noise the old man complained.,,27,filler,9211,
1793,List 4,,2,7,9711,,4,,7,Kerry attempted to study physics.,,28,filler,9711,
1793,List 4,,2,,2,short,4,,7,Who thought that the heiress dropped the statue?,nonisl,29,test,21,
1793,List 4,,2,3,9321,,4,,1,Yesterday seemed that John left.,,30,filler,9321,
1793,List 4,,2,1,9121,,4,,1,Who was that the principal would fire expected by the reporters?,,31,filler,9121,
1793,List 4,,2,,3,short,4,,7,Who cried because the babysitter confiscated the toy?,isl,32,test,32,
1793,List 4,,2,3,9311,,4,,3,John tried himself to win.,,33,filler,9311,
1793,List 4,,2,4,9421,,4,,7,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,34,filler,9421,
1793,List 4,,2,,4,long,4,,7,What did the reporter think that the celebrity retweeted?,nonisl,35,test,43,
1793,List 4,,2,7,9721,,4,,7,I hate eating sushi.,,36,filler,9721,
1793,List 4,,2,4,9411,,4,,5,"If frankly he's unable to cope, we'll have to replace him.",,37,filler,9411,
1793,List 4,Inform the boss that the colleague deserves recognition for the project as well. ,,,,,,,,,,,,,
1793,List 4,,3,7,9712,,4,,7,Brittany attempted to touch the porcupine.,,38,filler,9712,
1793,List 4,,3,,5,long,4,,1,What did the customer sneeze because the salesman sprayed?,isl,39,test,54,
1793,List 4,,3,5,9512,,4,,7,They all have finished and they have all done so efficiently.,,40,filler,9512,
1793,List 4,,3,1,9112,,4,,1,The money was stolen the money.,,41,filler,9112,
1793,List 4,,3,3,9312,,4,,3,William planned himself to write a novel.,,42,filler,9312,
1793,List 4,,3,,6,short,4,,7,Who thought that the tourist photographed the painting?,nonisl,43,test,61,
1793,List 4,,3,3,9322,,4,,5,Next week seems that Juan will be in town.,,44,filler,9322,
1793,List 4,,3,1,9122,,4,,1,What was that the movers would break feared by the family?,,45,filler,9122,
1793,List 4,,3,4,9412,,4,,2,"If Kelly might have time, she will do it.",,46,filler,9412,
1793,List 4,,3,,7,short,4,,7,Who scowled because the driver damaged the shipment?,isl,47,test,72,
1793,List 4,,3,4,9422,,4,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,48,filler,9422,
1793,List 4,,3,2,9212,,4,,2,To the professor about my grade I talked.,,49,filler,9212,
1793,List 4,,3,,8,long,4,,7,What did the parent think that the child swallowed?,nonisl,50,test,83,
1793,List 4,,3,7,9722,,4,,7,I like drinking milkshakes.,,51,filler,9722,
1793,List 4,,4,5,9513,,4,,7,They all have helped and they have all done so generously.,,52,filler,9513,
1793,List 4,,4,1,9123,,4,,1,Who was that Martians kidnapped believed by no one?,,53,filler,9123,
1793,List 4,,4,,9,long,4,,1,What did the patient sigh because the doctor canceled?,isl,54,test,94,
1793,List 4,,4,1,9113,,4,,1,The hedges were trimmed the hedges.,,55,filler,9113,
1793,List 4,,4,,10,short,4,,7,Who thought that the instructor suggested the idea?,nonisl,56,test,101,
1793,List 4,,4,3,9313,,4,,2,Linda remembered herself to pick-up the dry cleaning.,,57,filler,9313,
1793,List 4,,4,4,9413,,4,,1,"If Grace probably passes the class, she will graduate on time.",,58,filler,9413,
1793,List 4,,4,7,9713,,4,,7,Vivian attempted to write stories.,,59,filler,9713,
1793,List 4,,4,,11,short,4,,7,Who cried because the model ripped the dress?,isl,60,test,112,
1793,List 4,,4,3,9323,,4,,6,Tomorrow seems that there will be a hurricane.,,61,filler,9323,
1793,List 4,,4,2,9213,,4,,2,With the generals about a new approach the President talked.,,62,filler,9213,
1793,List 4,,4,7,9723,,4,,7,I like taking vacations.,,63,filler,9723,
1793,List 4,,4,,12,long,4,,7,What did the diplomat think that the president mispronounced?,nonisl,64,test,123,
1793,List 4,,4,4,9423,,4,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,65,filler,9423,
1793,List 4,,,,,,,63e52076fc677ee3ccce9a4d,,,,,,,
1631,List 4,,0,7,1007,,4,,7,She was the winner.,,1,practice,1007,
1631,List 4,,0,1,1001,,4,,4,"Promise to wash, Neal did the car.",,2,practice,1001,
1631,List 4,,0,4,1004,,4,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1631,List 4,,0,6,1006,,4,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1631,List 4,,0,2,1002,,4,,4,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1631,List 4,,0,5,1005,,4,,5,All the men seem to have all eaten supper.,,6,practice,1005,
1631,List 4,,0,3,1003,,4,,3,They consider a teacher of Chris geeky.,,7,practice,1003,
1631,List 4,,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1631,List 4,,0,1,1009,,4,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1631,List 4,,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
1631,List 4,,1,3,9324,,4,,4,Next week appears that the strikers will be back to work.,,11,filler,9324,
1631,List 4,,1,,13,long,4,,2,What did the guest sneeze because the housekeeper dusted?,isl,12,test,134,
1631,List 4,,1,4,9424,,4,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
1631,List 4,,1,2,9214,,4,,1,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
1631,List 4,,1,,14,short,4,,7,Who thought that the chef burned the dish?,nonisl,15,test,141,
1631,List 4,,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
1631,List 4,,1,1,9114,,4,,1,Tommy was punished Tommy.,,17,filler,9114,
1631,List 4,,1,4,9414,,4,,7,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
1631,List 4,,1,,15,short,4,,7,Who scowled because the dancer forgot the routine?,isl,19,test,152,
1631,List 4,,1,3,9314,,4,,5,Patricia agreed herself to host the party.,,20,filler,9314,
1631,List 4,,1,1,9124,,4,,1,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
1631,List 4,,1,,16,long,4,,2,What did the librarian think that the committee banned?,nonisl,22,test,163,
1631,List 4,,1,5,9514,,4,,7,They all have studied and they have all done so effectively.,,23,filler,9514,
1631,List 4,,2,1,9111,,4,,1,John was kissed John.,,24,filler,9111,
1631,List 4,,2,,1,long,4,,1,What did the assistant sigh because the lawyer forgot?,isl,25,test,14,
1631,List 4,,2,5,9511,,4,,4,They all have left and they have all done so deliberately.,,26,filler,9511,
1631,List 4,,2,2,9211,,4,,4,To the neighbors about the noise the old man complained.,,27,filler,9211,
1631,List 4,,2,7,9711,,4,,7,Kerry attempted to study physics.,,28,filler,9711,
1631,List 4,,2,,2,short,4,,7,Who thought that the heiress dropped the statue?,nonisl,29,test,21,
1631,List 4,,2,3,9321,,4,,4,Yesterday seemed that John left.,,30,filler,9321,
1631,List 4,,2,1,9121,,4,,1,Who was that the principal would fire expected by the reporters?,,31,filler,9121,
1631,List 4,,2,,3,short,4,,7,Who cried because the babysitter confiscated the toy?,isl,32,test,32,
1631,List 4,,2,3,9311,,4,,5,John tried himself to win.,,33,filler,9311,
1631,List 4,,2,4,9421,,4,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,34,filler,9421,
1631,List 4,,2,,4,long,4,,7,What did the reporter think that the celebrity retweeted?,nonisl,35,test,43,
1631,List 4,,2,7,9721,,4,,7,I hate eating sushi.,,36,filler,9721,
1631,List 4,,2,4,9411,,4,,7,"If frankly he's unable to cope, we'll have to replace him.",,37,filler,9411,
1631,List 4,"I would tell my boss that my colleague did most of the work, earning the raise before me.",,,,,,,,,,,,,
1631,List 4,,3,7,9712,,4,,7,Brittany attempted to touch the porcupine.,,38,filler,9712,
1631,List 4,,3,,5,long,4,,1,What did the customer sneeze because the salesman sprayed?,isl,39,test,54,
1631,List 4,,3,5,9512,,4,,4,They all have finished and they have all done so efficiently.,,40,filler,9512,
1631,List 4,,3,1,9112,,4,,1,The money was stolen the money.,,41,filler,9112,
1631,List 4,,3,3,9312,,4,,4,William planned himself to write a novel.,,42,filler,9312,
1631,List 4,,3,,6,short,4,,7,Who thought that the tourist photographed the painting?,nonisl,43,test,61,
1631,List 4,,3,3,9322,,4,,5,Next week seems that Juan will be in town.,,44,filler,9322,
1631,List 4,,3,1,9122,,4,,1,What was that the movers would break feared by the family?,,45,filler,9122,
1631,List 4,,3,4,9412,,4,,4,"If Kelly might have time, she will do it.",,46,filler,9412,
1631,List 4,,3,,7,short,4,,4,Who scowled because the driver damaged the shipment?,isl,47,test,72,
1631,List 4,,3,4,9422,,4,,4,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,48,filler,9422,
1631,List 4,,3,2,9212,,4,,1,To the professor about my grade I talked.,,49,filler,9212,
1631,List 4,,3,,8,long,4,,7,What did the parent think that the child swallowed?,nonisl,50,test,83,
1631,List 4,,3,7,9722,,4,,7,I like drinking milkshakes.,,51,filler,9722,
1631,List 4,,4,5,9513,,4,,4,They all have helped and they have all done so generously.,,52,filler,9513,
1631,List 4,,4,1,9123,,4,,1,Who was that Martians kidnapped believed by no one?,,53,filler,9123,
1631,List 4,,4,,9,long,4,,3,What did the patient sigh because the doctor canceled?,isl,54,test,94,
1631,List 4,,4,1,9113,,4,,1,The hedges were trimmed the hedges.,,55,filler,9113,
1631,List 4,,4,,10,short,4,,7,Who thought that the instructor suggested the idea?,nonisl,56,test,101,
1631,List 4,,4,3,9313,,4,,7,Linda remembered herself to pick-up the dry cleaning.,,57,filler,9313,
1631,List 4,,4,4,9413,,4,,4,"If Grace probably passes the class, she will graduate on time.",,58,filler,9413,
1631,List 4,,4,7,9713,,4,,7,Vivian attempted to write stories.,,59,filler,9713,
1631,List 4,,4,,11,short,4,,7,Who cried because the model ripped the dress?,isl,60,test,112,
1631,List 4,,4,3,9323,,4,,4,Tomorrow seems that there will be a hurricane.,,61,filler,9323,
1631,List 4,,4,2,9213,,4,,4,With the generals about a new approach the President talked.,,62,filler,9213,
1631,List 4,,4,7,9723,,4,,7,I like taking vacations.,,63,filler,9723,
1631,List 4,,4,,12,long,4,,4,What did the diplomat think that the president mispronounced?,nonisl,64,test,123,
1631,List 4,,4,4,9423,,4,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,65,filler,9423,
1631,List 4,,,,,,,6693c372b95ec129ef267de1,,,,,,,
1899,List 4,,0,7,1007,,4,,5,She was the winner.,,1,practice,1007,
1899,List 4,,0,1,1001,,4,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
1899,List 4,,0,4,1004,,4,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1899,List 4,,0,6,1006,,4,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1899,List 4,,0,2,1002,,4,,3,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1899,List 4,,0,5,1005,,4,,4,All the men seem to have all eaten supper.,,6,practice,1005,
1899,List 4,,0,3,1003,,4,,3,They consider a teacher of Chris geeky.,,7,practice,1003,
1899,List 4,,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1899,List 4,,0,1,1009,,4,,4,There might mice seem to be in the cupboard.,,9,practice,1009,
1899,List 4,,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
1899,List 4,,1,3,9324,,4,,4,Next week appears that the strikers will be back to work.,,11,filler,9324,
1899,List 4,,1,,13,long,4,,5,What did the guest sneeze because the housekeeper dusted?,isl,12,test,134,
1899,List 4,,1,4,9424,,4,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
1899,List 4,,1,2,9214,,4,,1,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
1899,List 4,,1,,14,short,4,,6,Who thought that the chef burned the dish?,nonisl,15,test,141,
1899,List 4,,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
1899,List 4,,1,1,9114,,4,,1,Tommy was punished Tommy.,,17,filler,9114,
1899,List 4,,1,4,9414,,4,,5,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
1899,List 4,,1,,15,short,4,,6,Who scowled because the dancer forgot the routine?,isl,19,test,152,
1899,List 4,,1,3,9314,,4,,3,Patricia agreed herself to host the party.,,20,filler,9314,
1899,List 4,,1,1,9124,,4,,1,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
1899,List 4,,1,,16,long,4,,5,What did the librarian think that the committee banned?,nonisl,22,test,163,
1899,List 4,,1,5,9514,,4,,4,They all have studied and they have all done so effectively.,,23,filler,9514,
1899,List 4,,2,1,9111,,4,,1,John was kissed John.,,24,filler,9111,
1899,List 4,,2,,1,long,4,,1,What did the assistant sigh because the lawyer forgot?,isl,25,test,14,
1899,List 4,,2,5,9511,,4,,3,They all have left and they have all done so deliberately.,,26,filler,9511,
1899,List 4,,2,2,9211,,4,,1,To the neighbors about the noise the old man complained.,,27,filler,9211,
1899,List 4,,2,7,9711,,4,,7,Kerry attempted to study physics.,,28,filler,9711,
1899,List 4,,2,,2,short,4,,6,Who thought that the heiress dropped the statue?,nonisl,29,test,21,
1899,List 4,,2,3,9321,,4,,3,Yesterday seemed that John left.,,30,filler,9321,
1899,List 4,,2,1,9121,,4,,3,Who was that the principal would fire expected by the reporters?,,31,filler,9121,
1899,List 4,,2,,3,short,4,,6,Who cried because the babysitter confiscated the toy?,isl,32,test,32,
1899,List 4,,2,3,9311,,4,,2,John tried himself to win.,,33,filler,9311,
1899,List 4,,2,4,9421,,4,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,34,filler,9421,
1899,List 4,,2,,4,long,4,,4,What did the reporter think that the celebrity retweeted?,nonisl,35,test,43,
1899,List 4,,2,7,9721,,4,,7,I hate eating sushi.,,36,filler,9721,
1899,List 4,,2,4,9411,,4,,5,"If frankly he's unable to cope, we'll have to replace him.",,37,filler,9411,
1899,List 4,I'd let my boss know that my colleague did most of the work. ,,,,,,,,,,,,,
1899,List 4,,3,7,9712,,4,,6,Brittany attempted to touch the porcupine.,,38,filler,9712,
1899,List 4,,3,,5,long,4,,3,What did the customer sneeze because the salesman sprayed?,isl,39,test,54,
1899,List 4,,3,5,9512,,4,,3,They all have finished and they have all done so efficiently.,,40,filler,9512,
1899,List 4,,3,1,9112,,4,,1,The money was stolen the money.,,41,filler,9112,
1899,List 4,,3,3,9312,,4,,2,William planned himself to write a novel.,,42,filler,9312,
1899,List 4,,3,,6,short,4,,5,Who thought that the tourist photographed the painting?,nonisl,43,test,61,
1899,List 4,,3,3,9322,,4,,5,Next week seems that Juan will be in town.,,44,filler,9322,
1899,List 4,,3,1,9122,,4,,2,What was that the movers would break feared by the family?,,45,filler,9122,
1899,List 4,,3,4,9412,,4,,5,"If Kelly might have time, she will do it.",,46,filler,9412,
1899,List 4,,3,,7,short,4,,5,Who scowled because the driver damaged the shipment?,isl,47,test,72,
1899,List 4,,3,4,9422,,4,,7,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,48,filler,9422,
1899,List 4,,3,2,9212,,4,,3,To the professor about my grade I talked.,,49,filler,9212,
1899,List 4,,3,,8,long,4,,6,What did the parent think that the child swallowed?,nonisl,50,test,83,
1899,List 4,,3,7,9722,,4,,7,I like drinking milkshakes.,,51,filler,9722,
1899,List 4,,4,5,9513,,4,,3,They all have helped and they have all done so generously.,,52,filler,9513,
1899,List 4,,4,1,9123,,4,,1,Who was that Martians kidnapped believed by no one?,,53,filler,9123,
1899,List 4,,4,,9,long,4,,1,What did the patient sigh because the doctor canceled?,isl,54,test,94,
1899,List 4,,4,1,9113,,4,,1,The hedges were trimmed the hedges.,,55,filler,9113,
1899,List 4,,4,,10,short,4,,5,Who thought that the instructor suggested the idea?,nonisl,56,test,101,
1899,List 4,,4,3,9313,,4,,4,Linda remembered herself to pick-up the dry cleaning.,,57,filler,9313,
1899,List 4,,4,4,9413,,4,,4,"If Grace probably passes the class, she will graduate on time.",,58,filler,9413,
1899,List 4,,4,7,9713,,4,,7,Vivian attempted to write stories.,,59,filler,9713,
1899,List 4,,4,,11,short,4,,6,Who cried because the model ripped the dress?,isl,60,test,112,
1899,List 4,,4,3,9323,,4,,3,Tomorrow seems that there will be a hurricane.,,61,filler,9323,
1899,List 4,,4,2,9213,,4,,1,With the generals about a new approach the President talked.,,62,filler,9213,
1899,List 4,,4,7,9723,,4,,7,I like taking vacations.,,63,filler,9723,
1899,List 4,,4,,12,long,4,,3,What did the diplomat think that the president mispronounced?,nonisl,64,test,123,
1899,List 4,,4,4,9423,,4,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,65,filler,9423,
1899,List 4,,,,,,,66894b3a9c60f1491ca59a71,,,,,,,
1647,List 4,,0,7,1007,,4,,6,She was the winner.,,1,practice,1007,
1647,List 4,,0,1,1001,,4,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
1647,List 4,,0,4,1004,,4,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1647,List 4,,0,6,1006,,4,,5,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1647,List 4,,0,2,1002,,4,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1647,List 4,,0,5,1005,,4,,6,All the men seem to have all eaten supper.,,6,practice,1005,
1647,List 4,,0,3,1003,,4,,5,They consider a teacher of Chris geeky.,,7,practice,1003,
1647,List 4,,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1647,List 4,,0,1,1009,,4,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1647,List 4,,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
1647,List 4,,1,3,9324,,4,,5,Next week appears that the strikers will be back to work.,,11,filler,9324,
1647,List 4,,1,,13,long,4,,1,What did the guest sneeze because the housekeeper dusted?,isl,12,test,134,
1647,List 4,,1,4,9424,,4,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
1647,List 4,,1,2,9214,,4,,1,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
1647,List 4,,1,,14,short,4,,7,Who thought that the chef burned the dish?,nonisl,15,test,141,
1647,List 4,,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
1647,List 4,,1,1,9114,,4,,2,Tommy was punished Tommy.,,17,filler,9114,
1647,List 4,,1,4,9414,,4,,5,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
1647,List 4,,1,,15,short,4,,6,Who scowled because the dancer forgot the routine?,isl,19,test,152,
1647,List 4,,1,3,9314,,4,,4,Patricia agreed herself to host the party.,,20,filler,9314,
1647,List 4,,1,1,9124,,4,,1,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
1647,List 4,,1,,16,long,4,,5,What did the librarian think that the committee banned?,nonisl,22,test,163,
1647,List 4,,1,5,9514,,4,,6,They all have studied and they have all done so effectively.,,23,filler,9514,
1647,List 4,,2,1,9111,,4,,2,John was kissed John.,,24,filler,9111,
1647,List 4,,2,,1,long,4,,2,What did the assistant sigh because the lawyer forgot?,isl,25,test,14,
1647,List 4,,2,5,9511,,4,,6,They all have left and they have all done so deliberately.,,26,filler,9511,
1647,List 4,,2,2,9211,,4,,3,To the neighbors about the noise the old man complained.,,27,filler,9211,
1647,List 4,,2,7,9711,,4,,7,Kerry attempted to study physics.,,28,filler,9711,
1647,List 4,,2,,2,short,4,,7,Who thought that the heiress dropped the statue?,nonisl,29,test,21,
1647,List 4,,2,3,9321,,4,,2,Yesterday seemed that John left.,,30,filler,9321,
1647,List 4,,2,1,9121,,4,,2,Who was that the principal would fire expected by the reporters?,,31,filler,9121,
1647,List 4,,2,,3,short,4,,7,Who cried because the babysitter confiscated the toy?,isl,32,test,32,
1647,List 4,,2,3,9311,,4,,6,John tried himself to win.,,33,filler,9311,
1647,List 4,,2,4,9421,,4,,2,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,34,filler,9421,
1647,List 4,,2,,4,long,4,,6,What did the reporter think that the celebrity retweeted?,nonisl,35,test,43,
1647,List 4,,2,7,9721,,4,,7,I hate eating sushi.,,36,filler,9721,
1647,List 4,,2,4,9411,,4,,6,"If frankly he's unable to cope, we'll have to replace him.",,37,filler,9411,
1647,List 4,I would be appreciative but also give credit to my colleague. Ask if colleague is also getting a raise and go to bat for them,,,,,,,,,,,,,
1647,List 4,,3,7,9712,,4,,7,Brittany attempted to touch the porcupine.,,38,filler,9712,
1647,List 4,,3,,5,long,4,,2,What did the customer sneeze because the salesman sprayed?,isl,39,test,54,
1647,List 4,,3,5,9512,,4,,5,They all have finished and they have all done so efficiently.,,40,filler,9512,
1647,List 4,,3,1,9112,,4,,3,The money was stolen the money.,,41,filler,9112,
1647,List 4,,3,3,9312,,4,,4,William planned himself to write a novel.,,42,filler,9312,
1647,List 4,,3,,6,short,4,,7,Who thought that the tourist photographed the painting?,nonisl,43,test,61,
1647,List 4,,3,3,9322,,4,,7,Next week seems that Juan will be in town.,,44,filler,9322,
1647,List 4,,3,1,9122,,4,,2,What was that the movers would break feared by the family?,,45,filler,9122,
1647,List 4,,3,4,9412,,4,,5,"If Kelly might have time, she will do it.",,46,filler,9412,
1647,List 4,,3,,7,short,4,,7,Who scowled because the driver damaged the shipment?,isl,47,test,72,
1647,List 4,,3,4,9422,,4,,3,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,48,filler,9422,
1647,List 4,,3,2,9212,,4,,5,To the professor about my grade I talked.,,49,filler,9212,
1647,List 4,,3,,8,long,4,,6,What did the parent think that the child swallowed?,nonisl,50,test,83,
1647,List 4,,3,7,9722,,4,,7,I like drinking milkshakes.,,51,filler,9722,
1647,List 4,,4,5,9513,,4,,7,They all have helped and they have all done so generously.,,52,filler,9513,
1647,List 4,,4,1,9123,,4,,2,Who was that Martians kidnapped believed by no one?,,53,filler,9123,
1647,List 4,,4,,9,long,4,,2,What did the patient sigh because the doctor canceled?,isl,54,test,94,
1647,List 4,,4,1,9113,,4,,3,The hedges were trimmed the hedges.,,55,filler,9113,
1647,List 4,,4,,10,short,4,,6,Who thought that the instructor suggested the idea?,nonisl,56,test,101,
1647,List 4,,4,3,9313,,4,,6,Linda remembered herself to pick-up the dry cleaning.,,57,filler,9313,
1647,List 4,,4,4,9413,,4,,4,"If Grace probably passes the class, she will graduate on time.",,58,filler,9413,
1647,List 4,,4,7,9713,,4,,7,Vivian attempted to write stories.,,59,filler,9713,
1647,List 4,,4,,11,short,4,,5,Who cried because the model ripped the dress?,isl,60,test,112,
1647,List 4,,4,3,9323,,4,,6,Tomorrow seems that there will be a hurricane.,,61,filler,9323,
1647,List 4,,4,2,9213,,4,,1,With the generals about a new approach the President talked.,,62,filler,9213,
1647,List 4,,4,7,9723,,4,,7,I like taking vacations.,,63,filler,9723,
1647,List 4,,4,,12,long,4,,6,What did the diplomat think that the president mispronounced?,nonisl,64,test,123,
1647,List 4,,4,4,9423,,4,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,65,filler,9423,
1647,List 4,,,,,,,66539d070dd6b120d6278deb,,,,,,,
1719,List 4,,0,7,1007,,4,,7,She was the winner.,,1,practice,1007,
1719,List 4,,0,1,1001,,4,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
1719,List 4,,0,4,1004,,4,,2,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1719,List 4,,0,6,1006,,4,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1719,List 4,,0,2,1002,,4,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1719,List 4,,0,5,1005,,4,,7,All the men seem to have all eaten supper.,,6,practice,1005,
1719,List 4,,0,3,1003,,4,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
1719,List 4,,0,7,1008,,4,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1719,List 4,,0,1,1009,,4,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1719,List 4,,1,7,9724,,4,,7,I hate missing work.,,10,filler,9724,
1719,List 4,,1,3,9324,,4,,7,Next week appears that the strikers will be back to work.,,11,filler,9324,
1719,List 4,,1,,13,long,4,,1,What did the guest sneeze because the housekeeper dusted?,isl,12,test,134,
1719,List 4,,1,4,9424,,4,,1,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,13,filler,9424,
1719,List 4,,1,2,9214,,4,,1,At your spouse on the phone you shouldn't yell.,,14,filler,9214,
1719,List 4,,1,,14,short,4,,7,Who thought that the chef burned the dish?,nonisl,15,test,141,
1719,List 4,,1,7,9714,,4,,7,Tommy attempted to take a picture.,,16,filler,9714,
1719,List 4,,1,1,9114,,4,,1,Tommy was punished Tommy.,,17,filler,9114,
1719,List 4,,1,4,9414,,4,,4,"If frankly you continue to argue, the boss will fire you.",,18,filler,9414,
1719,List 4,,1,,15,short,4,,7,Who scowled because the dancer forgot the routine?,isl,19,test,152,
1719,List 4,,1,3,9314,,4,,1,Patricia agreed herself to host the party.,,20,filler,9314,
1719,List 4,,1,1,9124,,4,,1,Who is that the jail must release accepted by few citizens?,,21,filler,9124,
1719,List 4,,1,,16,long,4,,7,What did the librarian think that the committee banned?,nonisl,22,test,163,
1719,List 4,,1,5,9514,,4,,4,They all have studied and they have all done so effectively.,,23,filler,9514,
1719,List 4,,2,1,9111,,4,,1,John was kissed John.,,24,filler,9111,
1719,List 4,,2,,1,long,4,,1,What did the assistant sigh because the lawyer forgot?,isl,25,test,14,
1719,List 4,,2,5,9511,,4,,1,They all have left and they have all done so deliberately.,,26,filler,9511,
1719,List 4,,2,2,9211,,4,,3,To the neighbors about the noise the old man complained.,,27,filler,9211,
