workerid,proliferate.condition,attention_response,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
974,List 7,,0,3,1003,,7,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
974,List 7,,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
974,List 7,,0,1,1009,,7,,2,There might mice seem to be in the cupboard.,,9,practice,1009,
974,List 7,,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
974,List 7,,1,,8,short,7,,7,Who wondered whether the reporter plagiarized the article?,isl,11,test,82,
974,List 7,,1,2,9212,,7,,2,To the professor about my grade I talked.,,12,filler,9212,
974,List 7,,1,4,9422,,7,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
974,List 7,,1,,7,short,7,,7,Who thought that the guard intercepted the shipment?,nonisl,14,test,71,
974,List 7,,1,4,9412,,7,,7,"If Kelly might have time, she will do it.",,15,filler,9412,
974,List 7,,1,1,9122,,7,,1,What was that the movers would break feared by the family?,,16,filler,9122,
974,List 7,,1,3,9322,,7,,5,Next week seems that Juan will be in town.,,17,filler,9322,
974,List 7,,1,,6,long,7,,4,What did the detective wonder whether the suspect stole?,isl,18,test,64,
974,List 7,,1,3,9312,,7,,5,William planned himself to write a novel.,,19,filler,9312,
974,List 7,,1,1,9112,,7,,1,The money was stolen the money.,,20,filler,9112,
974,List 7,,1,5,9512,,7,,7,They all have finished and they have all done so efficiently.,,21,filler,9512,
974,List 7,,1,,5,long,7,,7,What did the manager think that the assistant copied?,nonisl,22,test,53,
974,List 7,,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
974,List 7,,2,4,9411,,7,,7,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
974,List 7,,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
974,List 7,,2,,4,short,7,,7,Who wondered whether the student read the book?,isl,26,test,42,
974,List 7,,2,4,9421,,7,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
974,List 7,,2,3,9311,,7,,6,John tried himself to win.,,28,filler,9311,
974,List 7,,2,,3,short,7,,7,Who thought that the gymnast practiced the routine?,nonisl,29,test,31,
974,List 7,,2,1,9121,,7,,1,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
974,List 7,,2,3,9321,,7,,5,Yesterday seemed that John left.,,31,filler,9321,
974,List 7,,2,,2,long,7,,3,What did the landlord wonder whether the tenant repainted?,isl,32,test,24,
974,List 7,,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
974,List 7,,2,2,9211,,7,,4,To the neighbors about the noise the old man complained.,,34,filler,9211,
974,List 7,,2,5,9511,,7,,7,They all have left and they have all done so deliberately.,,35,filler,9511,
974,List 7,,2,,1,long,7,,6,What did the waiter think that the chef burned?,nonisl,36,test,13,
974,List 7,,2,1,9111,,7,,2,John was kissed John.,,37,filler,9111,
974,List 7,I would ask what I did to get the raise.,,,,,,,,,,,,,
974,List 7,,3,5,9514,,7,,7,They all have studied and they have all done so effectively.,,38,filler,9514,
974,List 7,,3,,16,short,7,,6,Who wondered whether the customer ordered the drink?,isl,39,test,162,
974,List 7,,3,1,9124,,7,,1,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
974,List 7,,3,3,9314,,7,,3,Patricia agreed herself to host the party.,,41,filler,9314,
974,List 7,,3,,15,short,7,,7,Who thought that the patient contracted the disease?,nonisl,42,test,151,
974,List 7,,3,4,9414,,7,,7,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
974,List 7,,3,1,9114,,7,,2,Tommy was punished Tommy.,,44,filler,9114,
974,List 7,,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
974,List 7,,3,,14,long,7,,3,What did the carpenter wonder whether the architect modified?,isl,46,test,144,
974,List 7,,3,2,9214,,7,,2,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
974,List 7,,3,4,9424,,7,,3,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
974,List 7,,3,,13,long,7,,7,What did the prosecutor think that the judge overruled?,nonisl,49,test,133,
974,List 7,,3,3,9324,,7,,7,Next week appears that the strikers will be back to work.,,50,filler,9324,
974,List 7,,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
974,List 7,,4,4,9423,,7,,4,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
974,List 7,,4,,12,short,7,,7,Who wondered whether the politician ignored the recommendation?,isl,53,test,122,
974,List 7,,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
974,List 7,,4,2,9213,,7,,2,With the generals about a new approach the President talked.,,55,filler,9213,
974,List 7,,4,3,9323,,7,,6,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
974,List 7,,4,,11,short,7,,7,Who thought that the babysitter washed the bottle?,nonisl,57,test,111,
974,List 7,,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
974,List 7,,4,4,9413,,7,,7,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
974,List 7,,4,3,9313,,7,,7,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
974,List 7,,4,,10,long,7,,6,What did the nurse wonder whether the doctor prescribed?,isl,61,test,104,
974,List 7,,4,1,9113,,7,,2,The hedges were trimmed the hedges.,,62,filler,9113,
974,List 7,,4,,9,long,7,,7,What did the soldier think that the general ordered?,nonisl,63,test,93,
974,List 7,,4,1,9123,,7,,1,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
974,List 7,,4,5,9513,,7,,7,They all have helped and they have all done so generously.,,65,filler,9513,
974,List 7,,,,,,,56b8dce0e1d0a2000c15d4d3,,,,,,,
998,List 7,,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
998,List 7,,0,1,1001,,7,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
998,List 7,,0,4,1004,,7,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
998,List 7,,0,6,1006,,7,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
998,List 7,,0,2,1002,,7,,3,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
998,List 7,,0,5,1005,,7,,6,All the men seem to have all eaten supper.,,6,practice,1005,
998,List 7,,0,3,1003,,7,,6,They consider a teacher of Chris geeky.,,7,practice,1003,
998,List 7,,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
998,List 7,,0,1,1009,,7,,3,There might mice seem to be in the cupboard.,,9,practice,1009,
998,List 7,,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
998,List 7,,1,,8,short,7,,7,Who wondered whether the reporter plagiarized the article?,isl,11,test,82,
998,List 7,,1,2,9212,,7,,2,To the professor about my grade I talked.,,12,filler,9212,
998,List 7,,1,4,9422,,7,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
998,List 7,,1,,7,short,7,,7,Who thought that the guard intercepted the shipment?,nonisl,14,test,71,
998,List 7,,1,4,9412,,7,,5,"If Kelly might have time, she will do it.",,15,filler,9412,
998,List 7,,1,1,9122,,7,,2,What was that the movers would break feared by the family?,,16,filler,9122,
998,List 7,,1,3,9322,,7,,5,Next week seems that Juan will be in town.,,17,filler,9322,
998,List 7,,1,,6,long,7,,4,What did the detective wonder whether the suspect stole?,isl,18,test,64,
998,List 7,,1,3,9312,,7,,3,William planned himself to write a novel.,,19,filler,9312,
998,List 7,,1,1,9112,,7,,2,The money was stolen the money.,,20,filler,9112,
998,List 7,,1,5,9512,,7,,7,They all have finished and they have all done so efficiently.,,21,filler,9512,
998,List 7,,1,,5,long,7,,7,What did the manager think that the assistant copied?,nonisl,22,test,53,
998,List 7,,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
998,List 7,,2,4,9411,,7,,6,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
998,List 7,,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
998,List 7,,2,,4,short,7,,7,Who wondered whether the student read the book?,isl,26,test,42,
998,List 7,,2,4,9421,,7,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
998,List 7,,2,3,9311,,7,,4,John tried himself to win.,,28,filler,9311,
998,List 7,,2,,3,short,7,,7,Who thought that the gymnast practiced the routine?,nonisl,29,test,31,
998,List 7,,2,1,9121,,7,,2,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
998,List 7,,2,3,9321,,7,,3,Yesterday seemed that John left.,,31,filler,9321,
998,List 7,,2,,2,long,7,,3,What did the landlord wonder whether the tenant repainted?,isl,32,test,24,
998,List 7,,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
998,List 7,,2,2,9211,,7,,3,To the neighbors about the noise the old man complained.,,34,filler,9211,
998,List 7,,2,5,9511,,7,,7,They all have left and they have all done so deliberately.,,35,filler,9511,
998,List 7,,2,,1,long,7,,6,What did the waiter think that the chef burned?,nonisl,36,test,13,
998,List 7,,2,1,9111,,7,,1,John was kissed John.,,37,filler,9111,
998,List 7,Accept the raise anyway. ,,,,,,,,,,,,,
998,List 7,,3,5,9514,,7,,7,They all have studied and they have all done so effectively.,,38,filler,9514,
998,List 7,,3,,16,short,7,,7,Who wondered whether the customer ordered the drink?,isl,39,test,162,
998,List 7,,3,1,9124,,7,,1,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
998,List 7,,3,3,9314,,7,,4,Patricia agreed herself to host the party.,,41,filler,9314,
998,List 7,,3,,15,short,7,,7,Who thought that the patient contracted the disease?,nonisl,42,test,151,
998,List 7,,3,4,9414,,7,,6,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
998,List 7,,3,1,9114,,7,,1,Tommy was punished Tommy.,,44,filler,9114,
998,List 7,,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
998,List 7,,3,,14,long,7,,4,What did the carpenter wonder whether the architect modified?,isl,46,test,144,
998,List 7,,3,2,9214,,7,,3,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
998,List 7,,3,4,9424,,7,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
998,List 7,,3,,13,long,7,,7,What did the prosecutor think that the judge overruled?,nonisl,49,test,133,
998,List 7,,3,3,9324,,7,,5,Next week appears that the strikers will be back to work.,,50,filler,9324,
998,List 7,,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
998,List 7,,4,4,9423,,7,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
998,List 7,,4,,12,short,7,,7,Who wondered whether the politician ignored the recommendation?,isl,53,test,122,
998,List 7,,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
998,List 7,,4,2,9213,,7,,3,With the generals about a new approach the President talked.,,55,filler,9213,
998,List 7,,4,3,9323,,7,,5,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
998,List 7,,4,,11,short,7,,7,Who thought that the babysitter washed the bottle?,nonisl,57,test,111,
998,List 7,,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
998,List 7,,4,4,9413,,7,,3,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
998,List 7,,4,3,9313,,7,,3,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
998,List 7,,4,,10,long,7,,3,What did the nurse wonder whether the doctor prescribed?,isl,61,test,104,
998,List 7,,4,1,9113,,7,,1,The hedges were trimmed the hedges.,,62,filler,9113,
998,List 7,,4,,9,long,7,,7,What did the soldier think that the general ordered?,nonisl,63,test,93,
998,List 7,,4,1,9123,,7,,1,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
998,List 7,,4,5,9513,,7,,7,They all have helped and they have all done so generously.,,65,filler,9513,
998,List 7,,,,,,,63cff43985317bac287a325f,,,,,,,
997,List 2,,0,7,1007,,2,,6,She was the winner.,,1,practice,1007,
997,List 2,,0,1,1001,,2,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
997,List 2,,0,4,1004,,2,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
997,List 2,,0,6,1006,,2,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
997,List 2,,0,2,1002,,2,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
997,List 2,,0,5,1005,,2,,4,All the men seem to have all eaten supper.,,6,practice,1005,
997,List 2,,0,3,1003,,2,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
997,List 2,,0,7,1008,,2,,6,It seems to me that Robert can't be trusted.,,8,practice,1008,
997,List 2,,0,1,1009,,2,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
997,List 2,,1,7,9712,,2,,6,Brittany attempted to touch the porcupine.,,10,filler,9712,
997,List 2,,1,,5,short,2,,5,Who wondered whether the assistant copied the file?,isl,11,test,52,
997,List 2,,1,5,9512,,2,,3,They all have finished and they have all done so efficiently.,,12,filler,9512,
997,List 2,,1,1,9112,,2,,1,The money was stolen the money.,,13,filler,9112,
997,List 2,,1,3,9312,,2,,1,William planned himself to write a novel.,,14,filler,9312,
997,List 2,,1,,6,long,2,,3,What did the detective think that the suspect stole?,nonisl,15,test,63,
997,List 2,,1,3,9322,,2,,2,Next week seems that Juan will be in town.,,16,filler,9322,
997,List 2,,1,1,9122,,2,,1,What was that the movers would break feared by the family?,,17,filler,9122,
997,List 2,,1,4,9412,,2,,1,"If Kelly might have time, she will do it.",,18,filler,9412,
997,List 2,,1,,7,long,2,,3,What did the smuggler wonder whether the guard intercepted?,isl,19,test,74,
997,List 2,,1,4,9422,,2,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,20,filler,9422,
997,List 2,,1,2,9212,,2,,1,To the professor about my grade I talked.,,21,filler,9212,
997,List 2,,1,,8,short,2,,6,Who thought that the reporter plagiarized the article?,nonisl,22,test,81,
997,List 2,,1,7,9722,,2,,7,I like drinking milkshakes.,,23,filler,9722,
997,List 2,,2,5,9513,,2,,5,They all have helped and they have all done so generously.,,24,filler,9513,
997,List 2,,2,1,9123,,2,,1,Who was that Martians kidnapped believed by no one?,,25,filler,9123,
997,List 2,,2,,9,short,2,,3,Who wondered whether the general ordered the mission?,isl,26,test,92,
997,List 2,,2,1,9113,,2,,1,The hedges were trimmed the hedges.,,27,filler,9113,
997,List 2,,2,,10,long,2,,4,What did the nurse think that the doctor prescribed?,nonisl,28,test,103,
997,List 2,,2,3,9313,,2,,1,Linda remembered herself to pick-up the dry cleaning.,,29,filler,9313,
997,List 2,,2,4,9413,,2,,1,"If Grace probably passes the class, she will graduate on time.",,30,filler,9413,
997,List 2,,2,7,9713,,2,,7,Vivian attempted to write stories.,,31,filler,9713,
997,List 2,,2,,11,long,2,,3,What did the parent wonder whether the babysitter washed?,isl,32,test,114,
997,List 2,,2,3,9323,,2,,3,Tomorrow seems that there will be a hurricane.,,33,filler,9323,
997,List 2,,2,2,9213,,2,,1,With the generals about a new approach the President talked.,,34,filler,9213,
997,List 2,,2,7,9723,,2,,7,I like taking vacations.,,35,filler,9723,
997,List 2,,2,,12,short,2,,4,Who thought that the politician ignored the recommendation?,nonisl,36,test,121,
997,List 2,,2,4,9423,,2,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,37,filler,9423,
997,List 2,I would tell my Boss that my colleague deserves the raise instead.,,,,,,,,,,,,,
997,List 2,,3,7,9724,,2,,6,I hate missing work.,,38,filler,9724,
997,List 2,,3,3,9324,,2,,4,Next week appears that the strikers will be back to work.,,39,filler,9324,
997,List 2,,3,,13,short,2,,4,Who wondered whether the judge overruled the case?,isl,40,test,132,
997,List 2,,3,4,9424,,2,,3,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,41,filler,9424,
997,List 2,,3,2,9214,,2,,1,At your spouse on the phone you shouldn't yell.,,42,filler,9214,
997,List 2,,3,,14,long,2,,4,What did the carpenter think that the architect modified?,nonisl,43,test,143,
997,List 2,,3,7,9714,,2,,7,Tommy attempted to take a picture.,,44,filler,9714,
997,List 2,,3,1,9114,,2,,1,Tommy was punished Tommy.,,45,filler,9114,
997,List 2,,3,4,9414,,2,,1,"If frankly you continue to argue, the boss will fire you.",,46,filler,9414,
997,List 2,,3,,15,long,2,,2,What did the cardiologist wonder whether the patient contracted?,isl,47,test,154,
997,List 2,,3,3,9314,,2,,1,Patricia agreed herself to host the party.,,48,filler,9314,
997,List 2,,3,1,9124,,2,,1,Who is that the jail must release accepted by few citizens?,,49,filler,9124,
997,List 2,,3,,16,short,2,,4,Who thought that the customer ordered the drink?,nonisl,50,test,161,
997,List 2,,3,5,9514,,2,,2,They all have studied and they have all done so effectively.,,51,filler,9514,
997,List 2,,4,1,9111,,2,,1,John was kissed John.,,52,filler,9111,
997,List 2,,4,,1,short,2,,4,Who wondered whether the chef burned the dish?,isl,53,test,12,
997,List 2,,4,5,9511,,2,,3,They all have left and they have all done so deliberately.,,54,filler,9511,
997,List 2,,4,2,9211,,2,,1,To the neighbors about the noise the old man complained.,,55,filler,9211,
997,List 2,,4,7,9711,,2,,6,Kerry attempted to study physics.,,56,filler,9711,
997,List 2,,4,,2,long,2,,4,What did the landlord think that the tenant repainted?,nonisl,57,test,23,
997,List 2,,4,3,9321,,2,,1,Yesterday seemed that John left.,,58,filler,9321,
997,List 2,,4,1,9121,,2,,1,Who was that the principal would fire expected by the reporters?,,59,filler,9121,
997,List 2,,4,,3,long,2,,2,What did the coach wonder whether the gymnast practiced?,isl,60,test,34,
997,List 2,,4,3,9311,,2,,2,John tried himself to win.,,61,filler,9311,
997,List 2,,4,4,9421,,2,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,62,filler,9421,
997,List 2,,4,,4,short,2,,5,Who thought that the student read the book?,nonisl,63,test,41,
997,List 2,,4,7,9721,,2,,7,I hate eating sushi.,,64,filler,9721,
997,List 2,,4,4,9411,,2,,3,"If frankly he's unable to cope, we'll have to replace him.",,65,filler,9411,
997,List 2,,,,,,,662ac4bce9e767328c2b1ef4,,,,,,,
853,List 2,,0,7,1007,,2,,7,She was the winner.,,1,practice,1007,
853,List 2,,0,1,1001,,2,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
853,List 2,,0,4,1004,,2,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
853,List 2,,0,6,1006,,2,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
853,List 2,,0,2,1002,,2,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
853,List 2,,0,5,1005,,2,,3,All the men seem to have all eaten supper.,,6,practice,1005,
853,List 2,,0,3,1003,,2,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
853,List 2,,0,7,1008,,2,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
853,List 2,,0,1,1009,,2,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
853,List 2,,1,7,9712,,2,,7,Brittany attempted to touch the porcupine.,,10,filler,9712,
853,List 2,,1,,5,short,2,,5,Who wondered whether the assistant copied the file?,isl,11,test,52,
853,List 2,,1,5,9512,,2,,4,They all have finished and they have all done so efficiently.,,12,filler,9512,
853,List 2,,1,1,9112,,2,,1,The money was stolen the money.,,13,filler,9112,
853,List 2,,1,3,9312,,2,,4,William planned himself to write a novel.,,14,filler,9312,
853,List 2,,1,,6,long,2,,7,What did the detective think that the suspect stole?,nonisl,15,test,63,
853,List 2,,1,3,9322,,2,,6,Next week seems that Juan will be in town.,,16,filler,9322,
853,List 2,,1,1,9122,,2,,1,What was that the movers would break feared by the family?,,17,filler,9122,
853,List 2,,1,4,9412,,2,,6,"If Kelly might have time, she will do it.",,18,filler,9412,
853,List 2,,1,,7,long,2,,5,What did the smuggler wonder whether the guard intercepted?,isl,19,test,74,
853,List 2,,1,4,9422,,2,,4,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,20,filler,9422,
853,List 2,,1,2,9212,,2,,2,To the professor about my grade I talked.,,21,filler,9212,
853,List 2,,1,,8,short,2,,7,Who thought that the reporter plagiarized the article?,nonisl,22,test,81,
853,List 2,,1,7,9722,,2,,7,I like drinking milkshakes.,,23,filler,9722,
853,List 2,,2,5,9513,,2,,5,They all have helped and they have all done so generously.,,24,filler,9513,
853,List 2,,2,1,9123,,2,,1,Who was that Martians kidnapped believed by no one?,,25,filler,9123,
853,List 2,,2,,9,short,2,,6,Who wondered whether the general ordered the mission?,isl,26,test,92,
853,List 2,,2,1,9113,,2,,2,The hedges were trimmed the hedges.,,27,filler,9113,
853,List 2,,2,,10,long,2,,7,What did the nurse think that the doctor prescribed?,nonisl,28,test,103,
853,List 2,,2,3,9313,,2,,4,Linda remembered herself to pick-up the dry cleaning.,,29,filler,9313,
853,List 2,,2,4,9413,,2,,7,"If Grace probably passes the class, she will graduate on time.",,30,filler,9413,
853,List 2,,2,7,9713,,2,,7,Vivian attempted to write stories.,,31,filler,9713,
853,List 2,,2,,11,long,2,,1,What did the parent wonder whether the babysitter washed?,isl,32,test,114,
853,List 2,,2,3,9323,,2,,2,Tomorrow seems that there will be a hurricane.,,33,filler,9323,
853,List 2,,2,2,9213,,2,,1,With the generals about a new approach the President talked.,,34,filler,9213,
853,List 2,,2,7,9723,,2,,7,I like taking vacations.,,35,filler,9723,
853,List 2,,2,,12,short,2,,7,Who thought that the politician ignored the recommendation?,nonisl,36,test,121,
853,List 2,,2,4,9423,,2,,4,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,37,filler,9423,
853,List 2,I would speak to my boss about giving my colleague who did most of the work the raise or if there was a way for us to both get a raise.,,,,,,,,,,,,,
853,List 2,,3,7,9724,,2,,7,I hate missing work.,,38,filler,9724,
853,List 2,,3,3,9324,,2,,4,Next week appears that the strikers will be back to work.,,39,filler,9324,
853,List 2,,3,,13,short,2,,5,Who wondered whether the judge overruled the case?,isl,40,test,132,
853,List 2,,3,4,9424,,2,,4,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,41,filler,9424,
853,List 2,,3,2,9214,,2,,1,At your spouse on the phone you shouldn't yell.,,42,filler,9214,
853,List 2,,3,,14,long,2,,7,What did the carpenter think that the architect modified?,nonisl,43,test,143,
853,List 2,,3,7,9714,,2,,7,Tommy attempted to take a picture.,,44,filler,9714,
853,List 2,,3,1,9114,,2,,1,Tommy was punished Tommy.,,45,filler,9114,
853,List 2,,3,4,9414,,2,,2,"If frankly you continue to argue, the boss will fire you.",,46,filler,9414,
853,List 2,,3,,15,long,2,,3,What did the cardiologist wonder whether the patient contracted?,isl,47,test,154,
853,List 2,,3,3,9314,,2,,2,Patricia agreed herself to host the party.,,48,filler,9314,
853,List 2,,3,1,9124,,2,,1,Who is that the jail must release accepted by few citizens?,,49,filler,9124,
853,List 2,,3,,16,short,2,,7,Who thought that the customer ordered the drink?,nonisl,50,test,161,
853,List 2,,3,5,9514,,2,,6,They all have studied and they have all done so effectively.,,51,filler,9514,
853,List 2,,4,1,9111,,2,,1,John was kissed John.,,52,filler,9111,
853,List 2,,4,,1,short,2,,7,Who wondered whether the chef burned the dish?,isl,53,test,12,
853,List 2,,4,5,9511,,2,,5,They all have left and they have all done so deliberately.,,54,filler,9511,
853,List 2,,4,2,9211,,2,,4,To the neighbors about the noise the old man complained.,,55,filler,9211,
853,List 2,,4,7,9711,,2,,7,Kerry attempted to study physics.,,56,filler,9711,
853,List 2,,4,,2,long,2,,7,What did the landlord think that the tenant repainted?,nonisl,57,test,23,
853,List 2,,4,3,9321,,2,,2,Yesterday seemed that John left.,,58,filler,9321,
853,List 2,,4,1,9121,,2,,3,Who was that the principal would fire expected by the reporters?,,59,filler,9121,
853,List 2,,4,,3,long,2,,6,What did the coach wonder whether the gymnast practiced?,isl,60,test,34,
853,List 2,,4,3,9311,,2,,2,John tried himself to win.,,61,filler,9311,
853,List 2,,4,4,9421,,2,,4,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,62,filler,9421,
853,List 2,,4,,4,short,2,,6,Who thought that the student read the book?,nonisl,63,test,41,
853,List 2,,4,7,9721,,2,,7,I hate eating sushi.,,64,filler,9721,
853,List 2,,4,4,9411,,2,,5,"If frankly he's unable to cope, we'll have to replace him.",,65,filler,9411,
853,List 2,,,,,,,60d93de1c8d49e78517751ff,,,,,,,
1089,List 2,,0,7,1007,,2,,7,She was the winner.,,1,practice,1007,
1089,List 2,,0,1,1001,,2,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
1089,List 2,,0,4,1004,,2,,7,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
1089,List 2,,0,6,1006,,2,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
1089,List 2,,0,2,1002,,2,,4,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
1089,List 2,,0,5,1005,,2,,5,All the men seem to have all eaten supper.,,6,practice,1005,
1089,List 2,,0,3,1003,,2,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
1089,List 2,,0,7,1008,,2,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
1089,List 2,,0,1,1009,,2,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
1089,List 2,,1,7,9712,,2,,7,Brittany attempted to touch the porcupine.,,10,filler,9712,
1089,List 2,,1,,5,short,2,,7,Who wondered whether the assistant copied the file?,isl,11,test,52,
1089,List 2,,1,5,9512,,2,,5,They all have finished and they have all done so efficiently.,,12,filler,9512,
1089,List 2,,1,1,9112,,2,,1,The money was stolen the money.,,13,filler,9112,
1089,List 2,,1,3,9312,,2,,4,William planned himself to write a novel.,,14,filler,9312,
1089,List 2,,1,,6,long,2,,7,What did the detective think that the suspect stole?,nonisl,15,test,63,
1089,List 2,,1,3,9322,,2,,4,Next week seems that Juan will be in town.,,16,filler,9322,
1089,List 2,,1,1,9122,,2,,2,What was that the movers would break feared by the family?,,17,filler,9122,
1089,List 2,,1,4,9412,,2,,4,"If Kelly might have time, she will do it.",,18,filler,9412,
1089,List 2,,1,,7,long,2,,4,What did the smuggler wonder whether the guard intercepted?,isl,19,test,74,
1089,List 2,,1,4,9422,,2,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,20,filler,9422,
1089,List 2,,1,2,9212,,2,,1,To the professor about my grade I talked.,,21,filler,9212,
1089,List 2,,1,,8,short,2,,7,Who thought that the reporter plagiarized the article?,nonisl,22,test,81,
1089,List 2,,1,7,9722,,2,,7,I like drinking milkshakes.,,23,filler,9722,
1089,List 2,,2,5,9513,,2,,7,They all have helped and they have all done so generously.,,24,filler,9513,
1089,List 2,,2,1,9123,,2,,1,Who was that Martians kidnapped believed by no one?,,25,filler,9123,
1089,List 2,,2,,9,short,2,,6,Who wondered whether the general ordered the mission?,isl,26,test,92,
1089,List 2,,2,1,9113,,2,,1,The hedges were trimmed the hedges.,,27,filler,9113,
1089,List 2,,2,,10,long,2,,4,What did the nurse think that the doctor prescribed?,nonisl,28,test,103,
1089,List 2,,2,3,9313,,2,,4,Linda remembered herself to pick-up the dry cleaning.,,29,filler,9313,
1089,List 2,,2,4,9413,,2,,7,"If Grace probably passes the class, she will graduate on time.",,30,filler,9413,
1089,List 2,,2,7,9713,,2,,7,Vivian attempted to write stories.,,31,filler,9713,
1089,List 2,,2,,11,long,2,,4,What did the parent wonder whether the babysitter washed?,isl,32,test,114,
1089,List 2,,2,3,9323,,2,,4,Tomorrow seems that there will be a hurricane.,,33,filler,9323,
